,City,month,test_type,count
777,Missouri,5,negative,3863710.0
778,Missouri,6,negative,8021156.0
779,Missouri,7,negative,15410450.0
780,Missouri,8,negative,23951538.0
781,Missouri,9,negative,31508957.0
782,Missouri,10,negative,39002496.0
783,Missouri,11,negative,42880284.0
784,Missouri,12,negative,9174372.0
785,Montana,3,negative,30579.0
786,Montana,4,negative,278435.0
787,Montana,5,negative,808776.0
788,Montana,6,negative,1867610.0
789,Montana,7,negative,3911573.0
790,Montana,8,negative,6237364.0
791,Montana,9,negative,8500986.0
792,Montana,10,negative,12427065.0
793,Montana,11,negative,15861965.0
794,Montana,12,negative,3645569.0
795,Nebraska,2,negative,0.0
796,Nebraska,3,negative,17659.0
797,Nebraska,4,negative,353232.0
798,Nebraska,5,negative,1622391.0
799,Nebraska,6,negative,3697558.0
800,Nebraska,7,negative,6232664.0
801,Nebraska,8,negative,8950157.0
802,Nebraska,9,negative,11062705.0
803,Nebraska,10,negative,14608440.0
804,Nebraska,11,negative,17034934.0
805,Nebraska,12,negative,3735355.0
806,Nevada,3,negative,69632.0
807,Nevada,4,negative,734617.0
808,Nevada,5,negative,2357671.0
809,Nevada,6,negative,6077530.0
810,Nevada,7,negative,10553881.0
811,Nevada,8,negative,14949737.0
812,Nevada,9,negative,17228557.0
813,Nevada,10,negative,20604052.0
814,Nevada,11,negative,22994842.0
815,Nevada,12,negative,5051112.0
816,New Hampshire,3,negative,36107.0
817,New Hampshire,4,negative,348891.0
818,New Hampshire,5,negative,1284155.0
819,New Hampshire,6,negative,2757622.0
820,New Hampshire,7,negative,4117838.0
821,New Hampshire,8,negative,5509677.0
822,New Hampshire,9,negative,6863716.0
823,New Hampshire,10,negative,9238975.0
824,New Hampshire,11,negative,11073700.0
825,New Hampshire,12,negative,2455374.0
826,New Jersey,2,negative,0.0
827,New Jersey,3,negative,145370.0
828,New Jersey,4,negative,2306826.0
829,New Jersey,5,negative,10217130.0
830,New Jersey,6,negative,28681254.0
831,New Jersey,7,negative,48706482.0
832,New Jersey,8,negative,71026507.0
833,New Jersey,9,negative,91178647.0
834,New Jersey,10,negative,120513087.0
835,New Jersey,11,negative,151272907.0
836,New Jersey,12,negative,35025841.0
837,New Mexico,3,negative,110645.0
838,New Mexico,4,negative,1036922.0
839,New Mexico,5,negative,3900837.0
840,New Mexico,6,negative,7822810.0
841,New Mexico,7,negative,13416601.0
842,New Mexico,8,negative,20037586.0
843,New Mexico,9,negative,24376199.0
844,New Mexico,10,negative,31151407.0
845,New Mexico,11,negative,39030707.0
846,New Mexico,12,negative,9057048.0
847,New York,3,negative,1011424.0
848,New York,4,negative,10064183.0
849,New York,5,negative,33073131.0
850,New York,6,negative,79223084.0
851,New York,7,negative,140135533.0
852,New York,8,negative,205897243.0
853,New York,9,negative,272581541.0
854,New York,10,negative,376733222.0
855,New York,11,negative,490344925.0
856,New York,12,negative,116371166.0
857,North Carolina,3,negative,148422.0
858,North Carolina,4,negative,1976917.0
859,North Carolina,5,negative,7289883.0
860,North Carolina,6,negative,18240294.0
861,North Carolina,7,negative,38238390.0
862,North Carolina,8,negative,57258878.0
863,North Carolina,9,negative,74492555.0
864,North Carolina,10,negative,102366655.0
865,North Carolina,11,negative,130562875.0
866,North Carolina,12,negative,30515621.0
867,North Dakota,3,negative,27548.0
868,North Dakota,4,negative,377916.0
869,North Dakota,5,negative,1581664.0
870,North Dakota,6,negative,2573958.0
871,North Dakota,7,negative,3866562.0
872,North Dakota,8,negative,5282714.0
873,North Dakota,9,negative,6164744.0
874,North Dakota,10,negative,7322119.0
875,North Dakota,11,negative,7813128.0
876,North Dakota,12,negative,1637031.0
877,Ohio,3,negative,141488.0
878,Ohio,4,negative,2045067.0
879,Ohio,5,negative,7089686.0
880,Ohio,6,negative,16050525.0
881,Ohio,7,negative,31937310.0
882,Ohio,8,negative,53504239.0
883,Ohio,9,negative,76543619.0
884,Ohio,10,negative,113034201.0
885,Ohio,11,negative,149445696.0
886,Ohio,12,negative,35198991.0
887,Oklahoma,3,negative,12401.0
888,Oklahoma,4,negative,838780.0
889,Oklahoma,5,negative,3691157.0
890,Oklahoma,6,negative,7575990.0
891,Oklahoma,7,negative,13692298.0
892,Oklahoma,8,negative,21910752.0
893,Oklahoma,9,negative,28689571.0
894,Oklahoma,10,negative,40519159.0
895,Oklahoma,11,negative,50545538.0
896,Oklahoma,12,negative,11822074.0
897,Oregon,3,negative,86740.0
898,Oregon,4,negative,978615.0
899,Oregon,5,negative,2740767.0
900,Oregon,6,negative,5241268.0
901,Oregon,7,negative,9531640.0
902,Oregon,8,negative,14282060.0
903,Oregon,9,negative,17741622.0
904,Oregon,10,negative,22757267.0
905,Oregon,11,negative,27051670.0
906,Oregon,12,negative,11850370.0
907,Pennsylvania,3,negative,207027.0
908,Pennsylvania,4,negative,3358557.0
909,Pennsylvania,5,negative,8420233.0
910,Pennsylvania,6,negative,15750048.0
911,Pennsylvania,7,negative,27518621.0
912,Pennsylvania,8,negative,41086435.0
913,Pennsylvania,9,negative,51169701.0
914,Pennsylvania,10,negative,65112691.0
915,Pennsylvania,11,negative,77189806.0
916,Pennsylvania,12,negative,17295623.0
917,Rhode Island,3,negative,31510.0
918,Rhode Island,4,negative,737243.0
919,Rhode Island,5,negative,2387321.0
920,Rhode Island,6,negative,3582509.0
921,Rhode Island,7,negative,4956782.0
922,Rhode Island,8,negative,6717213.0
923,Rhode Island,9,negative,8600798.0
924,Rhode Island,10,negative,11201702.0
925,Rhode Island,11,negative,13232288.0
926,Rhode Island,12,negative,2883228.0
927,South Carolina,3,negative,30358.0
928,South Carolina,4,negative,907789.0
929,South Carolina,5,negative,3442910.0
930,South Carolina,6,negative,7668142.0
931,South Carolina,7,negative,14840211.0
932,South Carolina,8,negative,22860202.0
933,South Carolina,9,negative,29106160.0
934,South Carolina,10,negative,43383215.0
935,South Carolina,11,negative,57197734.0
936,South Carolina,12,negative,13455881.0
937,South Dakota,3,negative,24426.0
938,South Dakota,4,negative,277854.0
939,South Dakota,5,negative,764846.0
940,South Dakota,6,negative,1794827.0
941,South Dakota,7,negative,2712437.0
942,South Dakota,8,negative,3660777.0
943,South Dakota,9,negative,4537390.0
944,South Dakota,10,negative,6015279.0
945,South Dakota,11,negative,6911926.0
946,South Dakota,12,negative,1510490.0
947,Tennessee,3,negative,145171.0
948,Tennessee,4,negative,2542823.0
949,Tennessee,5,negative,9241487.0
950,Tennessee,6,negative,17523878.0
951,Tennessee,7,negative,33023828.0
952,Tennessee,8,negative,53757897.0
953,Tennessee,9,negative,70935382.0
954,Tennessee,10,negative,95111256.0
955,Tennessee,11,negative,113718617.0
956,Tennessee,12,negative,25486758.0
957,Texas,3,negative,219051.0
958,Texas,4,negative,4524463.0
959,Texas,5,negative,18234047.0
960,Texas,6,negative,37850548.0
961,Texas,7,negative,76217138.0
962,Texas,8,negative,118722123.0
963,Texas,9,negative,145544434.0
964,Texas,10,negative,198046393.0
965,Texas,11,negative,251617608.0
966,Texas,12,negative,59216038.0
967,Utah,3,negative,130820.0
968,Utah,4,negative,1791428.0
969,Utah,5,negative,5004386.0
970,Utah,6,negative,7966935.0
971,Utah,7,negative,12838648.0
972,Utah,8,negative,17114973.0
973,Utah,9,negative,20131788.0
974,Utah,10,negative,26055743.0
975,Utah,11,negative,31213080.0
976,Utah,12,negative,6968619.0
977,Vermont,3,negative,29307.0
978,Vermont,4,negative,268960.0
979,Vermont,5,negative,648659.0
980,Vermont,6,negative,1462396.0
981,Vermont,7,negative,2386400.0
982,Vermont,8,negative,3369138.0
983,Vermont,9,negative,4457579.0
984,Vermont,10,negative,5372102.0
985,Vermont,11,negative,6005456.0
986,Vermont,12,negative,1346395.0
987,Virginia,2,negative,0.0
988,Virginia,3,negative,79746.0
989,Virginia,4,negative,1234856.0
990,Virginia,5,negative,4993757.0
991,Virginia,6,negative,12760216.0
992,Virginia,7,negative,24614580.0
993,Virginia,8,negative,38718142.0
994,Virginia,9,negative,50421211.0
995,Virginia,10,negative,67902403.0
996,Virginia,11,negative,83207323.0
997,Virginia,12,negative,19063949.0
998,Washington,1,negative,0.0
999,Washington,2,negative,24.0
1000,Washington,3,negative,930273.0
1001,Washington,4,negative,4270484.0
1002,Washington,5,negative,8758198.0
1003,Washington,6,negative,14759630.0
1004,Washington,7,negative,26072904.0
1005,Washington,8,negative,37908654.0
1006,Washington,9,negative,47558104.0
1007,Washington,10,negative,63867357.0
1008,Washington,11,negative,77984470.0
1009,Washington,12,negative,16916336.0
1010,West Virginia,3,negative,18083.0
1011,West Virginia,4,negative,608669.0
1012,West Virginia,5,negative,2201012.0
1013,West Virginia,6,negative,3972452.0
1014,West Virginia,7,negative,6786053.0
1015,West Virginia,8,negative,10840777.0
1016,West Virginia,9,negative,14477169.0
1017,West Virginia,10,negative,20073600.0
1018,West Virginia,11,negative,27292252.0
1019,West Virginia,12,negative,6797108.0
1020,Wisconsin,3,negative,135717.0
1021,Wisconsin,4,negative,1244921.0
1022,Wisconsin,5,negative,4439509.0
1023,Wisconsin,6,negative,12176946.0
1024,Wisconsin,7,negative,21813331.0
1025,Wisconsin,8,negative,32585463.0
1026,Wisconsin,9,negative,38921030.0
1027,Wisconsin,10,negative,50312031.0
1028,Wisconsin,11,negative,60120441.0
1029,Wisconsin,12,negative,13054987.0
1030,Wyoming,3,negative,13138.0
1031,Wyoming,4,negative,172432.0
1032,Wyoming,5,negative,486435.0
1033,Wyoming,6,negative,883306.0
1034,Wyoming,7,negative,1261597.0
1035,Wyoming,8,negative,1840717.0
1036,Wyoming,9,negative,2528321.0
1037,Wyoming,10,negative,3318793.0
1038,Wyoming,11,negative,3870031.0
1039,Wyoming,12,negative,859937.0
