,date,City,positive,negative
1286,2020-03-18,Nebraska,21.0,206.0
12114,2020-03-18,Mississippi,21.0,479.0
11839,2020-03-18,Missouri,8.0,253.0
10739,2020-03-18,West Virginia,0.0,122.0
3535,2020-03-18,Wisconsin,83.0,1577.0
990,2020-03-18,New Jersey,267.0,190.0
9359,2020-03-18,Pennsylvania,96.0,1187.0
3256,2020-03-18,Vermont,17.0,565.0
12664,2020-03-18,Montana,8.0,499.0
13214,2020-03-18,Utah,51.0,1951.0
2416,2020-03-18,Wyoming,10.0,178.0
4369,2020-03-18,Texas,64.0,1824.0
14039,2020-03-18,Idaho,7.0,459.0
12939,2020-03-18,Oklahoma,17.0,378.0
56,2020-03-18,Washington,1846.0,32561.0
5759,2020-03-18,New Hampshire,17.0,513.0
11290,2020-03-19,Louisiana,240.0,458.0
2417,2020-03-19,Wyoming,15.0,271.0
11015,2020-03-19,South Dakota,11.0,551.0
2136,2020-03-19,Rhode Island,44.0,968.0
12390,2020-03-19,Maine,43.0,2004.0
6594,2020-03-19,Oregon,75.0,1329.0
11840,2020-03-19,Missouri,13.0,308.0
11565,2020-03-19,North Dakota,6.0,493.0
5760,2020-03-19,New Hampshire,26.0,621.0
10464,2020-03-19,Kentucky,26.0,454.0
10740,2020-03-19,West Virginia,1.0,143.0
12665,2020-03-19,Montana,10.0,761.0
991,2020-03-19,New Jersey,427.0,210.0
4648,2020-03-19,South Carolina,60.0,583.0
12940,2020-03-19,Oklahoma,29.0,466.0
6316,2020-03-19,Georgia,197.0,1544.0
3536,2020-03-19,Wisconsin,121.0,2192.0
8256,2020-03-19,Nevada,78.0,1626.0
9084,2020-03-19,Iowa,29.0,83.0
3814,2020-03-19,California,611.0,8787.0
5204,2020-03-19,North Carolina,63.0,2408.0
57,2020-03-19,Washington,2135.0,36688.0
12115,2020-03-19,Mississippi,34.0,552.0
377,2020-03-19,Massachusetts,156.0,2918.0
9360,2020-03-19,Pennsylvania,133.0,1608.0
2698,2020-03-19,Michigan,4531.0,2051.0
4926,2020-03-19,Arizona,28.0,175.0
1287,2020-03-19,Nebraska,24.0,240.0
9636,2020-03-19,Arkansas,33.0,310.0
13490,2020-03-19,Alabama,46.0,28.0
8532,2020-03-19,Delaware,25.0,36.0
7148,2020-03-19,District of Columbia,31.0,153.0
5482,2020-03-19,Illinois,288.0,2725.0
6038,2020-03-19,Hawaii,14.0,93.0
690,2020-03-19,Florida,211.0,1533.0
1571,2020-03-19,Indiana,39.0,324.0
1855,2020-03-19,Virginia,77.0,1829.0
10188,2020-03-19,Kansas,16.0,417.0
2978,2020-03-19,New York,2383.0,18361.0
13215,2020-03-19,Utah,63.0,2515.0
7979,2020-03-19,Maryland,85.0,94.0
8808,2020-03-19,Alaska,8.0,427.0
4092,2020-03-19,Colorado,216.0,2675.0
4370,2020-03-19,Texas,83.0,2212.0
9912,2020-03-19,Minnesota,269.0,2949.0
6871,2020-03-19,Tennessee,98.0,349.0
3257,2020-03-19,Vermont,19.0,619.0
13765,2020-03-19,Connecticut,68.0,604.0
7702,2020-03-19,New Mexico,35.0,3771.0
14040,2020-03-19,Idaho,9.0,459.0
7425,2020-03-19,Ohio,88.0,140.0
7426,2020-03-20,Ohio,119.0,140.0
4649,2020-03-20,South Carolina,60.0,833.0
8809,2020-03-20,Alaska,11.0,684.0
6595,2020-03-20,Oregon,88.0,2003.0
11566,2020-03-20,North Dakota,15.0,800.0
13491,2020-03-20,Alabama,68.0,28.0
1856,2020-03-20,Virginia,94.0,2211.0
8533,2020-03-20,Delaware,30.0,36.0
8257,2020-03-20,Nevada,101.0,1992.0
11841,2020-03-20,Missouri,24.0,369.0
5483,2020-03-20,Illinois,422.0,3696.0
13766,2020-03-20,Connecticut,96.0,604.0
7980,2020-03-20,Maryland,107.0,94.0
6317,2020-03-20,Georgia,287.0,1966.0
691,2020-03-20,Florida,310.0,1870.0
7703,2020-03-20,New Mexico,43.0,3771.0
4927,2020-03-20,Arizona,44.0,211.0
5205,2020-03-20,North Carolina,97.0,3096.0
9361,2020-03-20,Pennsylvania,185.0,2574.0
9085,2020-03-20,Iowa,38.0,642.0
2699,2020-03-20,Michigan,5276.0,3041.0
1572,2020-03-20,Indiana,56.0,475.0
10189,2020-03-20,Kansas,34.0,417.0
2979,2020-03-20,New York,4152.0,25535.0
10465,2020-03-20,Kentucky,35.0,592.0
12666,2020-03-20,Montana,12.0,931.0
9913,2020-03-20,Minnesota,287.0,3741.0
3258,2020-03-20,Vermont,21.0,742.0
2418,2020-03-20,Wyoming,18.0,331.0
14041,2020-03-20,Idaho,11.0,590.0
6872,2020-03-20,Tennessee,154.0,563.0
58,2020-03-20,Washington,2468.0,40505.0
3537,2020-03-20,Wisconsin,174.0,3455.0
6039,2020-03-20,Hawaii,16.0,124.0
10741,2020-03-20,West Virginia,2.0,219.0
3815,2020-03-20,California,924.0,10424.0
5761,2020-03-20,New Hampshire,39.0,745.0
378,2020-03-20,Massachusetts,229.0,3795.0
12116,2020-03-20,Mississippi,50.0,695.0
1288,2020-03-20,Nebraska,27.0,240.0
9637,2020-03-20,Arkansas,46.0,351.0
2137,2020-03-20,Rhode Island,61.0,1161.0
4093,2020-03-20,Colorado,277.0,3317.0
7149,2020-03-20,District of Columbia,39.0,501.0
11016,2020-03-20,South Dakota,11.0,663.0
992,2020-03-20,New Jersey,742.0,264.0
12391,2020-03-20,Maine,53.0,2264.0
4371,2020-03-20,Texas,143.0,5083.0
13216,2020-03-20,Utah,78.0,3316.0
11291,2020-03-20,Louisiana,347.0,568.0
12941,2020-03-20,Oklahoma,44.0,538.0
7704,2020-03-21,New Mexico,57.0,4722.0
1573,2020-03-21,Indiana,79.0,707.0
12667,2020-03-21,Montana,16.0,1146.0
12942,2020-03-21,Oklahoma,49.0,560.0
6040,2020-03-21,Hawaii,26.0,124.0
1289,2020-03-21,Nebraska,32.0,356.0
13217,2020-03-21,Utah,112.0,3906.0
13492,2020-03-21,Alabama,81.0,28.0
13767,2020-03-21,Connecticut,194.0,2106.0
12392,2020-03-21,Maine,57.0,2264.0
1857,2020-03-21,Virginia,114.0,2638.0
59,2020-03-21,Washington,2771.0,42741.0
9362,2020-03-21,Pennsylvania,268.0,3766.0
379,2020-03-21,Massachusetts,314.0,4799.0
8534,2020-03-21,Delaware,38.0,36.0
10466,2020-03-21,Kentucky,47.0,714.0
2700,2020-03-21,Michigan,6219.0,4086.0
7150,2020-03-21,District of Columbia,71.0,506.0
10190,2020-03-21,Kansas,44.0,417.0
6596,2020-03-21,Oregon,114.0,2003.0
7427,2020-03-21,Ohio,169.0,140.0
3816,2020-03-21,California,1063.0,11249.0
9914,2020-03-21,Minnesota,303.0,3952.0
4928,2020-03-21,Arizona,65.0,240.0
2980,2020-03-21,New York,7102.0,35368.0
8810,2020-03-21,Alaska,14.0,757.0
3259,2020-03-21,Vermont,28.0,943.0
9086,2020-03-21,Iowa,45.0,1049.0
14042,2020-03-21,Idaho,23.0,880.0
4650,2020-03-21,South Carolina,81.0,1255.0
5206,2020-03-21,North Carolina,137.0,5092.0
6873,2020-03-21,Tennessee,228.0,3272.0
2419,2020-03-21,Wyoming,19.0,438.0
4094,2020-03-21,Colorado,363.0,4075.0
12117,2020-03-21,Mississippi,80.0,695.0
993,2020-03-21,New Jersey,890.0,294.0
6318,2020-03-21,Georgia,420.0,2557.0
692,2020-03-21,Florida,386.0,6579.0
11842,2020-03-21,Missouri,47.0,369.0
7981,2020-03-21,Maryland,149.0,94.0
11567,2020-03-21,North Dakota,20.0,1141.0
10742,2020-03-21,West Virginia,7.0,330.0
3538,2020-03-21,Wisconsin,235.0,4628.0
9638,2020-03-21,Arkansas,96.0,567.0
5484,2020-03-21,Illinois,585.0,5488.0
11017,2020-03-21,South Dakota,14.0,691.0
8258,2020-03-21,Nevada,109.0,2384.0
5762,2020-03-21,New Hampshire,44.0,973.0
2138,2020-03-21,Rhode Island,74.0,1284.0
4372,2020-03-21,Texas,194.0,6218.0
11292,2020-03-21,Louisiana,473.0,2180.0
9087,2020-03-22,Iowa,68.0,1215.0
6041,2020-03-22,Hawaii,37.0,263.0
4373,2020-03-22,Texas,304.0,8422.0
12118,2020-03-22,Mississippi,140.0,1114.0
4651,2020-03-22,South Carolina,152.0,1466.0
8811,2020-03-22,Alaska,15.0,943.0
4929,2020-03-22,Arizona,104.0,282.0
8535,2020-03-22,Delaware,45.0,36.0
13493,2020-03-22,Alabama,124.0,1464.0
5207,2020-03-22,North Carolina,184.0,6183.0
8259,2020-03-22,Nevada,124.0,2448.0
5485,2020-03-22,Illinois,753.0,7271.0
7982,2020-03-22,Maryland,190.0,94.0
13768,2020-03-22,Connecticut,194.0,2877.0
13218,2020-03-22,Utah,136.0,4488.0
7428,2020-03-22,Ohio,247.0,140.0
3539,2020-03-22,Wisconsin,315.0,6230.0
4095,2020-03-22,Colorado,475.0,4845.0
6319,2020-03-22,Georgia,507.0,3420.0
11843,2020-03-22,Missouri,73.0,369.0
11568,2020-03-22,North Dakota,28.0,1260.0
11293,2020-03-22,Louisiana,580.0,2661.0
5763,2020-03-22,New Hampshire,55.0,1188.0
11018,2020-03-22,South Dakota,14.0,740.0
12393,2020-03-22,Maine,73.0,2264.0
2139,2020-03-22,Rhode Island,88.0,1547.0
10743,2020-03-22,West Virginia,11.0,385.0
2420,2020-03-22,Wyoming,23.0,438.0
10467,2020-03-22,Kentucky,54.0,1472.0
1574,2020-03-22,Indiana,126.0,1293.0
9363,2020-03-22,Pennsylvania,371.0,4964.0
2701,2020-03-22,Michigan,7023.0,4791.0
6597,2020-03-22,Oregon,114.0,2864.0
7705,2020-03-22,New Mexico,57.0,5321.0
12668,2020-03-22,Montana,20.0,1146.0
2981,2020-03-22,New York,10356.0,46585.0
3260,2020-03-22,Vermont,44.0,1088.0
14043,2020-03-22,Idaho,31.0,1175.0
1858,2020-03-22,Virginia,152.0,3118.0
12943,2020-03-22,Oklahoma,53.0,669.0
6874,2020-03-22,Tennessee,371.0,3272.0
3817,2020-03-22,California,1279.0,11304.0
1290,2020-03-22,Nebraska,38.0,356.0
9639,2020-03-22,Arkansas,118.0,711.0
10191,2020-03-22,Kansas,55.0,417.0
9915,2020-03-22,Minnesota,327.0,4511.0
7151,2020-03-22,District of Columbia,77.0,957.0
380,2020-03-22,Massachusetts,426.0,5476.0
693,2020-03-22,Florida,528.0,7990.0
994,2020-03-22,New Jersey,1327.0,327.0
60,2020-03-22,Washington,2965.0,44587.0
3540,2020-03-23,Wisconsin,425.0,7050.0
2140,2020-03-23,Rhode Island,113.0,1713.0
1575,2020-03-23,Indiana,201.0,1701.0
9088,2020-03-23,Iowa,90.0,2043.0
7152,2020-03-23,District of Columbia,98.0,1113.0
8260,2020-03-23,Nevada,154.0,3490.0
12669,2020-03-23,Montana,31.0,1146.0
6320,2020-03-23,Georgia,600.0,4297.0
381,2020-03-23,Massachusetts,547.0,8263.0
2982,2020-03-23,New York,15168.0,57690.0
2421,2020-03-23,Wyoming,24.0,592.0
5486,2020-03-23,Illinois,1049.0,8583.0
1291,2020-03-23,Nebraska,48.0,356.0
13494,2020-03-23,Alabama,138.0,1665.0
3261,2020-03-23,Vermont,52.0,1282.0
11569,2020-03-23,North Dakota,28.0,1353.0
9916,2020-03-23,Minnesota,349.0,4511.0
6042,2020-03-23,Hawaii,48.0,2955.0
12944,2020-03-23,Oklahoma,67.0,694.0
995,2020-03-23,New Jersey,1914.0,359.0
9364,2020-03-23,Pennsylvania,479.0,6595.0
14044,2020-03-23,Idaho,42.0,1309.0
3818,2020-03-23,California,1536.0,12567.0
4652,2020-03-23,South Carolina,195.0,1466.0
5764,2020-03-23,New Hampshire,65.0,1374.0
6875,2020-03-23,Tennessee,505.0,3272.0
11844,2020-03-23,Missouri,90.0,369.0
694,2020-03-23,Florida,731.0,11063.0
9640,2020-03-23,Arkansas,165.0,906.0
13219,2020-03-23,Utah,181.0,5564.0
8812,2020-03-23,Alaska,25.0,930.0
6598,2020-03-23,Oregon,161.0,3649.0
4930,2020-03-23,Arizona,152.0,309.0
61,2020-03-23,Washington,3151.0,49631.0
4374,2020-03-23,Texas,334.0,9703.0
10468,2020-03-23,Kentucky,99.0,1762.0
1859,2020-03-23,Virginia,219.0,3443.0
12394,2020-03-23,Maine,89.0,2791.0
13769,2020-03-23,Connecticut,223.0,4085.0
11019,2020-03-23,South Dakota,21.0,762.0
8536,2020-03-23,Delaware,56.0,36.0
10192,2020-03-23,Kansas,64.0,417.0
2702,2020-03-23,Michigan,7822.0,5847.0
4096,2020-03-23,Colorado,591.0,5504.0
5208,2020-03-23,North Carolina,255.0,8141.0
7429,2020-03-23,Ohio,351.0,140.0
11294,2020-03-23,Louisiana,837.0,4776.0
10744,2020-03-23,West Virginia,12.0,444.0
7706,2020-03-23,New Mexico,65.0,5890.0
7983,2020-03-23,Maryland,244.0,94.0
12119,2020-03-23,Mississippi,207.0,1143.0
11020,2020-03-24,South Dakota,28.0,790.0
12945,2020-03-24,Oklahoma,81.0,735.0
9365,2020-03-24,Pennsylvania,644.0,8643.0
14045,2020-03-24,Idaho,47.0,1887.0
9917,2020-03-24,Minnesota,393.0,5550.0
4375,2020-03-24,Texas,352.0,10757.0
11570,2020-03-24,North Dakota,30.0,1454.0
4931,2020-03-24,Arizona,265.0,313.0
4653,2020-03-24,South Carolina,298.0,2012.0
7984,2020-03-24,Maryland,288.0,94.0
11845,2020-03-24,Missouri,183.0,369.0
9641,2020-03-24,Arkansas,174.0,947.0
695,2020-03-24,Florida,1029.0,13127.0
7430,2020-03-24,Ohio,442.0,140.0
3819,2020-03-24,California,1733.0,13452.0
10745,2020-03-24,West Virginia,16.0,610.0
3262,2020-03-24,Vermont,76.0,1405.0
6043,2020-03-24,Hawaii,56.0,3589.0
8813,2020-03-24,Alaska,38.0,980.0
11295,2020-03-24,Louisiana,1172.0,7215.0
4097,2020-03-24,Colorado,720.0,6789.0
13770,2020-03-24,Connecticut,415.0,4682.0
5487,2020-03-24,Illinois,1273.0,9934.0
13220,2020-03-24,Utah,257.0,6297.0
2983,2020-03-24,New York,20875.0,65852.0
2703,2020-03-24,Michigan,9062.0,6989.0
6599,2020-03-24,Oregon,191.0,4350.0
10469,2020-03-24,Kentucky,104.0,1762.0
12670,2020-03-24,Montana,34.0,1643.0
12395,2020-03-24,Maine,107.0,3014.0
2422,2020-03-24,Wyoming,26.0,710.0
7153,2020-03-24,District of Columbia,116.0,1195.0
1576,2020-03-24,Indiana,259.0,2566.0
1292,2020-03-24,Nebraska,50.0,975.0
62,2020-03-24,Washington,3614.0,54693.0
1860,2020-03-24,Virginia,254.0,4180.0
5209,2020-03-24,North Carolina,297.0,8141.0
10193,2020-03-24,Kansas,82.0,2086.0
8261,2020-03-24,Nevada,190.0,3954.0
6876,2020-03-24,Tennessee,615.0,10517.0
13495,2020-03-24,Alabama,167.0,2106.0
6321,2020-03-24,Georgia,772.0,4458.0
5765,2020-03-24,New Hampshire,78.0,1447.0
12120,2020-03-24,Mississippi,249.0,1552.0
382,2020-03-24,Massachusetts,678.0,12714.0
2141,2020-03-24,Rhode Island,129.0,1951.0
9089,2020-03-24,Iowa,105.0,2315.0
996,2020-03-24,New Jersey,2844.0,8325.0
8537,2020-03-24,Delaware,68.0,36.0
7707,2020-03-24,New Mexico,83.0,6742.0
3541,2020-03-24,Wisconsin,466.0,8237.0
6044,2020-03-25,Hawaii,77.0,4357.0
10746,2020-03-25,West Virginia,20.0,759.0
2704,2020-03-25,Michigan,10155.0,8842.0
13771,2020-03-25,Connecticut,618.0,5023.0
3542,2020-03-25,Wisconsin,525.0,10089.0
3263,2020-03-25,Vermont,97.0,1631.0
11571,2020-03-25,North Dakota,33.0,1734.0
9918,2020-03-25,Minnesota,444.0,11188.0
3820,2020-03-25,California,2102.0,15921.0
8814,2020-03-25,Alaska,42.0,1642.0
6877,2020-03-25,Tennessee,667.0,11012.0
11296,2020-03-25,Louisiana,1388.0,9656.0
5488,2020-03-25,Illinois,1535.0,12344.0
9090,2020-03-25,Iowa,124.0,2578.0
2984,2020-03-25,New York,25665.0,72849.0
13221,2020-03-25,Utah,299.0,7509.0
14046,2020-03-25,Idaho,50.0,1887.0
6322,2020-03-25,Georgia,1026.0,4932.0
8538,2020-03-25,Delaware,91.0,36.0
6600,2020-03-25,Oregon,209.0,4350.0
9366,2020-03-25,Pennsylvania,851.0,11193.0
997,2020-03-25,New Jersey,3675.0,10452.0
8262,2020-03-25,Nevada,278.0,4251.0
2142,2020-03-25,Rhode Island,148.0,2124.0
7154,2020-03-25,District of Columbia,137.0,1423.0
1293,2020-03-25,Nebraska,52.0,1304.0
1577,2020-03-25,Indiana,365.0,2879.0
12946,2020-03-25,Oklahoma,106.0,805.0
13496,2020-03-25,Alabama,215.0,2529.0
383,2020-03-25,Massachusetts,1060.0,18079.0
4098,2020-03-25,Colorado,912.0,6978.0
10194,2020-03-25,Kansas,98.0,2360.0
12671,2020-03-25,Montana,46.0,1948.0
12396,2020-03-25,Maine,125.0,3177.0
11021,2020-03-25,South Dakota,30.0,819.0
5210,2020-03-25,North Carolina,398.0,9985.0
4376,2020-03-25,Texas,410.0,12520.0
9642,2020-03-25,Arkansas,218.0,1437.0
12121,2020-03-25,Mississippi,320.0,1566.0
1861,2020-03-25,Virginia,290.0,4979.0
4932,2020-03-25,Arizona,357.0,323.0
7985,2020-03-25,Maryland,349.0,94.0
11846,2020-03-25,Missouri,183.0,369.0
10470,2020-03-25,Kentucky,124.0,2865.0
5766,2020-03-25,New Hampshire,101.0,2356.0
63,2020-03-25,Washington,4052.0,59501.0
7708,2020-03-25,New Mexico,100.0,7681.0
696,2020-03-25,Florida,1205.0,15374.0
4654,2020-03-25,South Carolina,298.0,2303.0
7431,2020-03-25,Ohio,564.0,14060.0
2423,2020-03-25,Wyoming,29.0,954.0
2143,2020-03-26,Rhode Island,176.0,2300.0
4933,2020-03-26,Arizona,450.0,347.0
3543,2020-03-26,Wisconsin,667.0,11583.0
11022,2020-03-26,South Dakota,41.0,1973.0
7155,2020-03-26,District of Columbia,183.0,1626.0
7709,2020-03-26,New Mexico,112.0,8377.0
1578,2020-03-26,Indiana,477.0,4006.0
4377,2020-03-26,Texas,974.0,20028.0
7986,2020-03-26,Maryland,423.0,94.0
1294,2020-03-26,Nebraska,61.0,1584.0
7432,2020-03-26,Ohio,704.0,16449.0
13497,2020-03-26,Alabama,283.0,3593.0
8539,2020-03-26,Delaware,115.0,36.0
6601,2020-03-26,Oregon,209.0,6953.0
12672,2020-03-26,Montana,53.0,2128.0
2705,2020-03-26,Michigan,11335.0,11730.0
4099,2020-03-26,Colorado,1086.0,8692.0
13772,2020-03-26,Connecticut,875.0,5625.0
2424,2020-03-26,Wyoming,44.0,1052.0
9919,2020-03-26,Minnesota,502.0,12604.0
8815,2020-03-26,Alaska,49.0,1797.0
64,2020-03-26,Washington,4492.0,63753.0
1862,2020-03-26,Virginia,391.0,5729.0
6878,2020-03-26,Tennessee,784.0,13952.0
11297,2020-03-26,Louisiana,1795.0,15724.0
5489,2020-03-26,Illinois,1865.0,14093.0
12122,2020-03-26,Mississippi,377.0,2291.0
5211,2020-03-26,North Carolina,504.0,12274.0
13222,2020-03-26,Utah,346.0,9170.0
6323,2020-03-26,Georgia,1247.0,7401.0
12397,2020-03-26,Maine,149.0,3394.0
10195,2020-03-26,Kansas,126.0,2869.0
10471,2020-03-26,Kentucky,157.0,3102.0
8263,2020-03-26,Nevada,321.0,4697.0
3264,2020-03-26,Vermont,125.0,2616.0
2985,2020-03-26,New York,30810.0,85052.0
4655,2020-03-26,South Carolina,424.0,2307.0
9643,2020-03-26,Arkansas,280.0,1504.0
14047,2020-03-26,Idaho,73.0,2065.0
5767,2020-03-26,New Hampshire,108.0,3001.0
9091,2020-03-26,Iowa,145.0,2578.0
10747,2020-03-26,West Virginia,39.0,1031.0
11847,2020-03-26,Missouri,356.0,369.0
6045,2020-03-26,Hawaii,90.0,4357.0
998,2020-03-26,New Jersey,4402.0,13661.0
12947,2020-03-26,Oklahoma,164.0,958.0
11572,2020-03-26,North Dakota,39.0,2039.0
3821,2020-03-26,California,2355.0,17380.0
697,2020-03-26,Florida,1488.0,23741.0
384,2020-03-26,Massachusetts,1739.0,21327.0
9367,2020-03-26,Pennsylvania,1127.0,16441.0
6602,2020-03-27,Oregon,327.0,8510.0
14048,2020-03-27,Idaho,123.0,2668.0
11848,2020-03-27,Missouri,502.0,369.0
10472,2020-03-27,Kentucky,198.0,3768.0
6324,2020-03-27,Georgia,1525.0,7864.0
8816,2020-03-27,Alaska,63.0,2314.0
1863,2020-03-27,Virginia,460.0,6733.0
2425,2020-03-27,Wyoming,53.0,1211.0
13223,2020-03-27,Utah,402.0,11752.0
5212,2020-03-27,North Carolina,636.0,14373.0
9368,2020-03-27,Pennsylvania,1687.0,21016.0
3265,2020-03-27,Vermont,160.0,2786.0
4656,2020-03-27,South Carolina,456.0,2307.0
12123,2020-03-27,Mississippi,485.0,2560.0
5490,2020-03-27,Illinois,2538.0,18516.0
2706,2020-03-27,Michigan,12475.0,14140.0
8540,2020-03-27,Delaware,130.0,36.0
2986,2020-03-27,New York,37258.0,93988.0
6879,2020-03-27,Tennessee,957.0,14888.0
4100,2020-03-27,Colorado,1430.0,9942.0
11573,2020-03-27,North Dakota,52.0,2427.0
11298,2020-03-27,Louisiana,2305.0,18613.0
10748,2020-03-27,West Virginia,51.0,1779.0
13773,2020-03-27,Connecticut,1012.0,7109.0
3822,2020-03-27,California,3006.0,17380.0
9920,2020-03-27,Minnesota,565.0,13605.0
65,2020-03-27,Washington,4927.0,67906.0
8264,2020-03-27,Nevada,420.0,6161.0
5768,2020-03-27,New Hampshire,137.0,3395.0
12398,2020-03-27,Maine,155.0,3394.0
4378,2020-03-27,Texas,1396.0,21935.0
9644,2020-03-27,Arkansas,335.0,1545.0
1295,2020-03-27,Nebraska,73.0,1761.0
12948,2020-03-27,Oklahoma,248.0,1084.0
7433,2020-03-27,Ohio,867.0,19012.0
11023,2020-03-27,South Dakota,46.0,2387.0
6046,2020-03-27,Hawaii,95.0,4357.0
1579,2020-03-27,Indiana,645.0,5955.0
7987,2020-03-27,Maryland,580.0,94.0
4934,2020-03-27,Arizona,577.0,7455.0
13498,2020-03-27,Alabama,506.0,4184.0
7156,2020-03-27,District of Columbia,231.0,1897.0
12673,2020-03-27,Montana,71.0,2590.0
7710,2020-03-27,New Mexico,136.0,9196.0
3544,2020-03-27,Wisconsin,806.0,13140.0
10196,2020-03-27,Kansas,168.0,3229.0
999,2020-03-27,New Jersey,6876.0,16547.0
2144,2020-03-27,Rhode Island,217.0,2502.0
698,2020-03-27,Florida,1985.0,28186.0
385,2020-03-27,Massachusetts,2318.0,26244.0
9092,2020-03-27,Iowa,179.0,3740.0
7988,2020-03-28,Maryland,774.0,11516.0
8541,2020-03-28,Delaware,163.0,36.0
3266,2020-03-28,Vermont,185.0,3106.0
8817,2020-03-28,Alaska,74.0,2830.0
11574,2020-03-28,North Dakota,61.0,2809.0
386,2020-03-28,Massachusetts,3151.0,30915.0
699,2020-03-28,Florida,2520.0,35366.0
9921,2020-03-28,Minnesota,640.0,17395.0
4101,2020-03-28,Colorado,1734.0,11215.0
7711,2020-03-28,New Mexico,191.0,10769.0
9369,2020-03-28,Pennsylvania,2218.0,25254.0
4379,2020-03-28,Texas,1731.0,23208.0
4657,2020-03-28,South Carolina,456.0,2408.0
1000,2020-03-28,New Jersey,8825.0,19386.0
10473,2020-03-28,Kentucky,248.0,4821.0
11849,2020-03-28,Missouri,669.0,10082.0
10197,2020-03-28,Kansas,202.0,3671.0
12399,2020-03-28,Maine,168.0,3394.0
12674,2020-03-28,Montana,108.0,3256.0
1864,2020-03-28,Virginia,604.0,8427.0
2426,2020-03-28,Wyoming,70.0,1475.0
11024,2020-03-28,South Dakota,58.0,2592.0
9645,2020-03-28,Arkansas,381.0,2938.0
66,2020-03-28,Washington,5391.0,70415.0
12124,2020-03-28,Mississippi,579.0,2560.0
2987,2020-03-28,New York,44637.0,103751.0
2707,2020-03-28,Michigan,13799.0,15902.0
4935,2020-03-28,Arizona,736.0,7455.0
5213,2020-03-28,North Carolina,763.0,16592.0
7434,2020-03-28,Ohio,1137.0,19012.0
13224,2020-03-28,Utah,480.0,14481.0
7157,2020-03-28,District of Columbia,267.0,2211.0
5491,2020-03-28,Illinois,3026.0,22000.0
10749,2020-03-28,West Virginia,76.0,2331.0
6880,2020-03-28,Tennessee,1203.0,16965.0
12949,2020-03-28,Oklahoma,322.0,1180.0
8265,2020-03-28,Nevada,535.0,7901.0
13499,2020-03-28,Alabama,587.0,4184.0
5769,2020-03-28,New Hampshire,158.0,3656.0
1296,2020-03-28,Nebraska,85.0,1904.0
13774,2020-03-28,Connecticut,1291.0,8676.0
6603,2020-03-28,Oregon,414.0,9693.0
3823,2020-03-28,California,3879.0,20549.0
6325,2020-03-28,Georgia,2001.0,8685.0
14049,2020-03-28,Idaho,189.0,3342.0
1580,2020-03-28,Indiana,981.0,7175.0
6047,2020-03-28,Hawaii,106.0,4357.0
3545,2020-03-28,Wisconsin,969.0,15232.0
2145,2020-03-28,Rhode Island,248.0,2742.0
9093,2020-03-28,Iowa,235.0,4375.0
11299,2020-03-28,Louisiana,2746.0,21846.0
8266,2020-03-29,Nevada,621.0,8412.0
2146,2020-03-29,Rhode Island,312.0,3056.0
12125,2020-03-29,Mississippi,663.0,2560.0
4658,2020-03-29,South Carolina,539.0,3015.0
10474,2020-03-29,Kentucky,302.0,5147.0
9094,2020-03-29,Iowa,298.0,5013.0
11850,2020-03-29,Missouri,838.0,11547.0
1001,2020-03-29,New Jersey,11124.0,22216.0
10750,2020-03-29,West Virginia,96.0,2705.0
2427,2020-03-29,Wyoming,82.0,1554.0
5214,2020-03-29,North Carolina,935.0,17905.0
10198,2020-03-29,Kansas,261.0,4194.0
3267,2020-03-29,Vermont,213.0,3374.0
3546,2020-03-29,Wisconsin,1134.0,16550.0
7435,2020-03-29,Ohio,1406.0,19012.0
1581,2020-03-29,Indiana,1232.0,8316.0
700,2020-03-29,Florida,3179.0,39070.0
6048,2020-03-29,Hawaii,120.0,6849.0
7989,2020-03-29,Maryland,992.0,12354.0
6604,2020-03-29,Oregon,479.0,10878.0
1297,2020-03-29,Nebraska,96.0,1968.0
4380,2020-03-29,Texas,2052.0,23208.0
13500,2020-03-29,Alabama,696.0,4184.0
7712,2020-03-29,New Mexico,237.0,10942.0
9646,2020-03-29,Arkansas,404.0,3027.0
1865,2020-03-29,Virginia,739.0,9719.0
12675,2020-03-29,Montana,129.0,4143.0
12400,2020-03-29,Maine,211.0,3394.0
4936,2020-03-29,Arizona,873.0,12953.0
11025,2020-03-29,South Dakota,68.0,3127.0
8542,2020-03-29,Delaware,214.0,36.0
13225,2020-03-29,Utah,602.0,17038.0
5492,2020-03-29,Illinois,3491.0,23166.0
4102,2020-03-29,Colorado,2061.0,12737.0
13775,2020-03-29,Connecticut,1524.0,9907.0
12950,2020-03-29,Oklahoma,377.0,1205.0
11300,2020-03-29,Louisiana,3315.0,24331.0
8818,2020-03-29,Alaska,91.0,3224.0
6881,2020-03-29,Tennessee,1373.0,19037.0
3824,2020-03-29,California,4643.0,20549.0
11575,2020-03-29,North Dakota,80.0,3355.0
7158,2020-03-29,District of Columbia,304.0,2469.0
14050,2020-03-29,Idaho,230.0,4021.0
2708,2020-03-29,Michigan,14865.0,17417.0
9922,2020-03-29,Minnesota,687.0,18566.0
387,2020-03-29,Massachusetts,4158.0,34234.0
6326,2020-03-29,Georgia,2366.0,9913.0
67,2020-03-29,Washington,5679.0,72160.0
5770,2020-03-29,New Hampshire,187.0,4524.0
2988,2020-03-29,New York,52318.0,112957.0
