,date,state,City,positive,Latitude,Longitude
0,01/22/20,WA,Washington,,38.8993487,-77.0145665
1,01/22/20,MA,Massachusetts,,42.0629398,-71.718067
2,01/23/20,MA,Massachusetts,,42.0629398,-71.718067
3,01/23/20,WA,Washington,,38.8993487,-77.0145665
4,01/24/20,WA,Washington,0.0,38.8993487,-77.0145665
5,01/24/20,MA,Massachusetts,,42.0629398,-71.718067
6,01/25/20,WA,Washington,,38.8993487,-77.0145665
7,01/25/20,MA,Massachusetts,,42.0629398,-71.718067
8,01/26/20,WA,Washington,,38.8993487,-77.0145665
9,01/26/20,MA,Massachusetts,,42.0629398,-71.718067
10,01/27/20,WA,Washington,,38.8993487,-77.0145665
11,01/27/20,MA,Massachusetts,,42.0629398,-71.718067
12,01/28/20,WA,Washington,,38.8993487,-77.0145665
13,01/28/20,MA,Massachusetts,,42.0629398,-71.718067
14,01/29/20,MA,Massachusetts,,42.0629398,-71.718067
15,01/29/20,WA,Washington,,38.8993487,-77.0145665
16,01/29/20,FL,Florida,0.0,27.9757279,-83.8330166
17,01/30/20,MA,Massachusetts,,42.0629398,-71.718067
18,01/30/20,WA,Washington,,38.8993487,-77.0145665
19,01/30/20,FL,Florida,0.0,27.9757279,-83.8330166
20,01/31/20,WA,Washington,0.0,38.8993487,-77.0145665
21,01/31/20,MA,Massachusetts,,42.0629398,-71.718067
22,01/31/20,FL,Florida,,27.9757279,-83.8330166
23,02/01/20,FL,Florida,0.0,27.9757279,-83.8330166
24,02/01/20,WA,Washington,0.0,38.8993487,-77.0145665
25,02/01/20,MA,Massachusetts,,42.0629398,-71.718067
26,02/02/20,MA,Massachusetts,,42.0629398,-71.718067
27,02/02/20,WA,Washington,,38.8993487,-77.0145665
28,02/02/20,FL,Florida,0.0,27.9757279,-83.8330166
29,02/03/20,FL,Florida,0.0,27.9757279,-83.8330166
30,02/03/20,WA,Washington,0.0,38.8993487,-77.0145665
31,02/03/20,MA,Massachusetts,,42.0629398,-71.718067
32,02/04/20,FL,Florida,,27.9757279,-83.8330166
33,02/04/20,WA,Washington,0.0,38.8993487,-77.0145665
34,02/04/20,MA,Massachusetts,,42.0629398,-71.718067
35,02/05/20,FL,Florida,,27.9757279,-83.8330166
36,02/05/20,WA,Washington,0.0,38.8993487,-77.0145665
37,02/05/20,MA,Massachusetts,,42.0629398,-71.718067
38,02/06/20,FL,Florida,,27.9757279,-83.8330166
39,02/06/20,MA,Massachusetts,,42.0629398,-71.718067
40,02/06/20,WA,Washington,,38.8993487,-77.0145665
41,02/07/20,WA,Washington,0.0,38.8993487,-77.0145665
42,02/07/20,FL,Florida,0.0,27.9757279,-83.8330166
43,02/07/20,MA,Massachusetts,,42.0629398,-71.718067
44,02/08/20,MA,Massachusetts,,42.0629398,-71.718067
45,02/08/20,WA,Washington,,38.8993487,-77.0145665
46,02/08/20,FL,Florida,0.0,27.9757279,-83.8330166
47,02/09/20,FL,Florida,0.0,27.9757279,-83.8330166
48,02/09/20,WA,Washington,0.0,38.8993487,-77.0145665
49,02/09/20,MA,Massachusetts,,42.0629398,-71.718067
50,02/10/20,FL,Florida,,27.9757279,-83.8330166
51,02/10/20,NJ,New Jersey,,40.1430058,-74.7311156
52,02/10/20,WA,Washington,,38.8993487,-77.0145665
53,02/10/20,MA,Massachusetts,,42.0629398,-71.718067
54,02/11/20,WA,Washington,,38.8993487,-77.0145665
55,02/11/20,NJ,New Jersey,,40.1430058,-74.7311156
56,02/11/20,MA,Massachusetts,,42.0629398,-71.718067
57,02/11/20,FL,Florida,,27.9757279,-83.8330166
58,02/12/20,NJ,New Jersey,,40.1430058,-74.7311156
59,02/12/20,MA,Massachusetts,,42.0629398,-71.718067
60,02/12/20,FL,Florida,,27.9757279,-83.8330166
61,02/12/20,WA,Washington,0.0,38.8993487,-77.0145665
62,02/13/20,MA,Massachusetts,,42.0629398,-71.718067
63,02/13/20,NJ,New Jersey,,40.1430058,-74.7311156
64,02/13/20,WA,Washington,,38.8993487,-77.0145665
65,02/13/20,FL,Florida,0.0,27.9757279,-83.8330166
66,02/14/20,NJ,New Jersey,,40.1430058,-74.7311156
67,02/14/20,FL,Florida,,27.9757279,-83.8330166
68,02/14/20,MA,Massachusetts,,42.0629398,-71.718067
69,02/14/20,WA,Washington,,38.8993487,-77.0145665
70,02/15/20,NJ,New Jersey,,40.1430058,-74.7311156
71,02/15/20,FL,Florida,,27.9757279,-83.8330166
72,02/15/20,WA,Washington,0.0,38.8993487,-77.0145665
73,02/15/20,NE,Nebraska,,41.5008195,-99.680902
74,02/15/20,MA,Massachusetts,,42.0629398,-71.718067
75,02/16/20,FL,Florida,,27.9757279,-83.8330166
76,02/16/20,MA,Massachusetts,,42.0629398,-71.718067
77,02/16/20,NE,Nebraska,,41.5008195,-99.680902
78,02/16/20,WA,Washington,,38.8993487,-77.0145665
79,02/16/20,NJ,New Jersey,,40.1430058,-74.7311156
80,02/17/20,WA,Washington,,38.8993487,-77.0145665
81,02/17/20,FL,Florida,0.0,27.9757279,-83.8330166
82,02/17/20,MA,Massachusetts,,42.0629398,-71.718067
83,02/17/20,NJ,New Jersey,,40.1430058,-74.7311156
84,02/17/20,NE,Nebraska,,41.5008195,-99.680902
85,02/18/20,FL,Florida,,27.9757279,-83.8330166
86,02/18/20,MA,Massachusetts,,42.0629398,-71.718067
87,02/18/20,NJ,New Jersey,,40.1430058,-74.7311156
88,02/18/20,NE,Nebraska,,41.5008195,-99.680902
89,02/18/20,WA,Washington,,38.8993487,-77.0145665
90,02/19/20,FL,Florida,0.0,27.9757279,-83.8330166
91,02/19/20,MA,Massachusetts,,42.0629398,-71.718067
92,02/19/20,NE,Nebraska,,41.5008195,-99.680902
93,02/19/20,WA,Washington,,38.8993487,-77.0145665
94,02/19/20,NJ,New Jersey,,40.1430058,-74.7311156
95,02/20/20,FL,Florida,,27.9757279,-83.8330166
96,02/20/20,NJ,New Jersey,,40.1430058,-74.7311156
97,02/20/20,MA,Massachusetts,,42.0629398,-71.718067
98,02/20/20,NE,Nebraska,,41.5008195,-99.680902
99,02/20/20,WA,Washington,,38.8993487,-77.0145665
100,02/21/20,NE,Nebraska,,41.5008195,-99.680902
101,02/21/20,NJ,New Jersey,,40.1430058,-74.7311156
102,02/21/20,WA,Washington,,38.8993487,-77.0145665
103,02/21/20,FL,Florida,0.0,27.9757279,-83.8330166
104,02/21/20,MA,Massachusetts,,42.0629398,-71.718067
105,02/22/20,MA,Massachusetts,,42.0629398,-71.718067
106,02/22/20,NJ,New Jersey,,40.1430058,-74.7311156
107,02/22/20,WA,Washington,,38.8993487,-77.0145665
108,02/22/20,FL,Florida,0.0,27.9757279,-83.8330166
109,02/22/20,NE,Nebraska,,41.5008195,-99.680902
110,02/23/20,MA,Massachusetts,,42.0629398,-71.718067
111,02/23/20,NJ,New Jersey,,40.1430058,-74.7311156
112,02/23/20,FL,Florida,,27.9757279,-83.8330166
113,02/23/20,WA,Washington,0.0,38.8993487,-77.0145665
114,02/23/20,NE,Nebraska,,41.5008195,-99.680902
115,02/24/20,NJ,New Jersey,,40.1430058,-74.7311156
116,02/24/20,NE,Nebraska,,41.5008195,-99.680902
117,02/24/20,WA,Washington,,38.8993487,-77.0145665
118,02/24/20,FL,Florida,0.0,27.9757279,-83.8330166
119,02/24/20,MA,Massachusetts,,42.0629398,-71.718067
120,02/25/20,MA,Massachusetts,,42.0629398,-71.718067
121,02/25/20,WA,Washington,,38.8993487,-77.0145665
122,02/25/20,NE,Nebraska,,41.5008195,-99.680902
123,02/25/20,NJ,New Jersey,,40.1430058,-74.7311156
124,02/25/20,FL,Florida,,27.9757279,-83.8330166
125,02/26/20,MA,Massachusetts,,42.0629398,-71.718067
126,02/26/20,NE,Nebraska,,41.5008195,-99.680902
127,02/26/20,FL,Florida,,27.9757279,-83.8330166
128,02/26/20,NJ,New Jersey,,40.1430058,-74.7311156
129,02/26/20,WA,Washington,,38.8993487,-77.0145665
130,02/27/20,NJ,New Jersey,,40.1430058,-74.7311156
131,02/27/20,WA,Washington,,38.8993487,-77.0145665
132,02/27/20,FL,Florida,0.0,27.9757279,-83.8330166
133,02/27/20,IN,Indiana,,39.7662195,-86.441277
134,02/27/20,MA,Massachusetts,,42.0629398,-71.718067
135,02/27/20,NE,Nebraska,,41.5008195,-99.680902
136,02/27/20,VA,Virginia,,38.0033855,-79.4587861
137,02/28/20,VA,Virginia,,38.0033855,-79.4587861
138,02/28/20,NE,Nebraska,,41.5008195,-99.680902
139,02/28/20,WA,Washington,,38.8993487,-77.0145665
140,02/28/20,MA,Massachusetts,,42.0629398,-71.718067
141,02/28/20,NJ,New Jersey,,40.1430058,-74.7311156
142,02/28/20,IN,Indiana,,39.7662195,-86.441277
143,02/28/20,FL,Florida,,27.9757279,-83.8330166
144,02/29/20,FL,Florida,0.0,27.9757279,-83.8330166
145,02/29/20,NE,Nebraska,,41.5008195,-99.680902
146,02/29/20,NJ,New Jersey,,40.1430058,-74.7311156
147,02/29/20,MA,Massachusetts,,42.0629398,-71.718067
148,02/29/20,VA,Virginia,,38.0033855,-79.4587861
149,02/29/20,IN,Indiana,,39.7662195,-86.441277
150,02/29/20,WA,Washington,,38.8993487,-77.0145665
151,03/01/20,NJ,New Jersey,,40.1430058,-74.7311156
152,03/01/20,MA,Massachusetts,,42.0629398,-71.718067
153,03/01/20,NE,Nebraska,,41.5008195,-99.680902
154,03/01/20,FL,Florida,,27.9757279,-83.8330166
155,03/01/20,RI,Rhode Island,0.0,41.5827282,-71.5064508
156,03/01/20,WY,Wyoming,,43.000325,-107.5545669
157,03/01/20,VA,Virginia,,38.0033855,-79.4587861
158,03/01/20,WA,Washington,,38.8993487,-77.0145665
159,03/01/20,MI,Michigan,34.0,44.9435598,-86.4158049
160,03/01/20,IN,Indiana,,39.7662195,-86.441277
161,03/02/20,RI,Rhode Island,,41.5827282,-71.5064508
162,03/02/20,MA,Massachusetts,,42.0629398,-71.718067
163,03/02/20,NJ,New Jersey,,40.1430058,-74.7311156
164,03/02/20,WY,Wyoming,,43.000325,-107.5545669
165,03/02/20,VA,Virginia,,38.0033855,-79.4587861
166,03/02/20,WA,Washington,,38.8993487,-77.0145665
167,03/02/20,MI,Michigan,65.0,44.9435598,-86.4158049
168,03/02/20,NY,New York,27.0,40.7056258,-73.97968
169,03/02/20,IN,Indiana,,39.7662195,-86.441277
170,03/02/20,NE,Nebraska,,41.5008195,-99.680902
171,03/02/20,FL,Florida,,27.9757279,-83.8330166
172,03/03/20,NY,New York,0.0,40.7056258,-73.97968
173,03/03/20,MI,Michigan,1.0,44.9435598,-86.4158049
174,03/03/20,FL,Florida,50.0,27.9757279,-83.8330166
175,03/03/20,VA,Virginia,,38.0033855,-79.4587861
176,03/03/20,NJ,New Jersey,,40.1430058,-74.7311156
177,03/03/20,IN,Indiana,,39.7662195,-86.441277
178,03/03/20,VT,Vermont,,43.8717545,-72.4477828
179,03/03/20,WI,Wisconsin,,44.7862968,-89.8267049
180,03/03/20,NE,Nebraska,,41.5008195,-99.680902
181,03/03/20,MA,Massachusetts,,42.0629398,-71.718067
182,03/03/20,WA,Washington,,38.8993487,-77.0145665
183,03/03/20,WY,Wyoming,,43.000325,-107.5545669
184,03/03/20,RI,Rhode Island,,41.5827282,-71.5064508
185,03/04/20,FL,Florida,2.0,27.9757279,-83.8330166
186,03/04/20,CA,California,3.0,37.2718745,-119.2704153
187,03/04/20,WY,Wyoming,,43.000325,-107.5545669
188,03/04/20,CO,Colorado,,38.9979339,-105.550567
189,03/04/20,TX,Texas,2.0,31.1693363,-100.0768425
190,03/04/20,SC,South Carolina,1.0,33.62505,-80.9470381
191,03/04/20,VA,Virginia,,38.0033855,-79.4587861
192,03/04/20,WI,Wisconsin,,44.7862968,-89.8267049
193,03/04/20,RI,Rhode Island,1.0,41.5827282,-71.5064508
194,03/04/20,NY,New York,2.0,40.7056258,-73.97968
195,03/04/20,AZ,Arizona,1.0,34.1682185,-111.930907
196,03/04/20,NE,Nebraska,,41.5008195,-99.680902
197,03/04/20,VT,Vermont,,43.8717545,-72.4477828
198,03/04/20,MI,Michigan,,44.9435598,-86.4158049
199,03/04/20,NC,North Carolina,74.0,35.2145629,-79.8912675
200,03/04/20,IL,Illinois,1.0,39.739318,-89.504139
201,03/04/20,WA,Washington,4.0,38.8993487,-77.0145665
202,03/04/20,IN,Indiana,,39.7662195,-86.441277
203,03/04/20,NH,New Hampshire,,44.0012306,-71.5799231
204,03/04/20,NJ,New Jersey,,40.1430058,-74.7311156
205,03/04/20,MA,Massachusetts,,42.0629398,-71.718067
206,03/04/20,HI,Hawaii,,20.46,-157.505
207,03/04/20,GA,Georgia,,32.6781248,-83.2229757
208,03/04/20,OR,Oregon,2.0,44.1419049,-120.5380993
209,03/05/20,VA,Virginia,3.0,38.0033855,-79.4587861
210,03/05/20,VT,Vermont,,43.8717545,-72.4477828
211,03/05/20,OR,Oregon,,44.1419049,-120.5380993
212,03/05/20,NE,Nebraska,3.0,41.5008195,-99.680902
213,03/05/20,IN,Indiana,,39.7662195,-86.441277
214,03/05/20,NJ,New Jersey,,40.1430058,-74.7311156
215,03/05/20,WA,Washington,1.0,38.8993487,-77.0145665
216,03/05/20,AZ,Arizona,179.0,34.1682185,-111.930907
217,03/05/20,WY,Wyoming,,43.000325,-107.5545669
218,03/05/20,MI,Michigan,,44.9435598,-86.4158049
219,03/05/20,TN,Tennessee,100.0,35.830521,-85.9785989
220,03/05/20,NY,New York,1.0,40.7056258,-73.97968
221,03/05/20,DC,District of Columbia,3.0,38.8993487,-77.0145666
222,03/05/20,MA,Massachusetts,,42.0629398,-71.718067
223,03/05/20,TX,Texas,,31.1693363,-100.0768425
224,03/05/20,CO,Colorado,1.0,38.9979339,-105.550567
225,03/05/20,WI,Wisconsin,2.0,44.7862968,-89.8267049
226,03/05/20,OH,Ohio,1.0,40.1903624,-82.6692525
227,03/05/20,NM,New Mexico,0.0,34.1662325,-106.0260685
228,03/05/20,NC,North Carolina,0.0,35.2145629,-79.8912675
229,03/05/20,IL,Illinois,1.0,39.739318,-89.504139
230,03/05/20,HI,Hawaii,,20.46,-157.505
231,03/05/20,NH,New Hampshire,,44.0012306,-71.5799231
232,03/05/20,MD,Maryland,2.0,38.8063524,-77.2684162
233,03/05/20,GA,Georgia,0.0,32.6781248,-83.2229757
234,03/05/20,FL,Florida,2.0,27.9757279,-83.8330166
235,03/05/20,RI,Rhode Island,7.0,41.5827282,-71.5064508
236,03/05/20,CA,California,3.0,37.2718745,-119.2704153
237,03/05/20,SC,South Carolina,53.0,33.62505,-80.9470381
238,03/05/20,NV,Nevada,0.0,38.502032,-117.0230604
239,03/06/20,CA,California,1.0,37.2718745,-119.2704153
240,03/06/20,HI,Hawaii,,20.46,-157.505
241,03/06/20,IL,Illinois,,39.739318,-89.504139
242,03/06/20,DE,Delaware,5.0,39.145251,-75.4189206
243,03/06/20,AZ,Arizona,0.0,34.1682185,-111.930907
244,03/06/20,NC,North Carolina,3.0,35.2145629,-79.8912675
245,03/06/20,NV,Nevada,2.0,38.502032,-117.0230604
246,03/06/20,AK,Alaska,,61.3025006,-158.7750198
247,03/06/20,NM,New Mexico,,34.1662325,-106.0260685
248,03/06/20,CO,Colorado,0.0,38.9979339,-105.550567
249,03/06/20,NE,Nebraska,8.0,41.5008195,-99.680902
250,03/06/20,OH,Ohio,0.0,40.1903624,-82.6692525
251,03/06/20,DC,District of Columbia,0.0,38.8993487,-77.0145666
252,03/06/20,IA,Iowa,0.0,41.9383166,-93.389798
253,03/06/20,WA,Washington,0.0,38.8993487,-77.0145665
254,03/06/20,VA,Virginia,218.0,38.0033855,-79.4587861
255,03/06/20,TX,Texas,0.0,31.1693363,-100.0768425
256,03/06/20,NY,New York,5.0,40.7056258,-73.97968
257,03/06/20,PA,Pennsylvania,25.0,40.9945928,-77.6046984
258,03/06/20,RI,Rhode Island,2.0,41.5827282,-71.5064508
259,03/06/20,WI,Wisconsin,3.0,44.7862968,-89.8267049
260,03/06/20,OR,Oregon,1.0,44.1419049,-120.5380993
261,03/06/20,TN,Tennessee,3.0,35.830521,-85.9785989
262,03/06/20,MD,Maryland,1.0,38.8063524,-77.2684162
263,03/06/20,MI,Michigan,3.0,44.9435598,-86.4158049
264,03/06/20,AR,Arkansas,140.0,34.7519275,-92.1313784
265,03/06/20,GA,Georgia,0.0,32.6781248,-83.2229757
266,03/06/20,WY,Wyoming,,43.000325,-107.5545669
267,03/06/20,VT,Vermont,,43.8717545,-72.4477828
268,03/06/20,FL,Florida,,27.9757279,-83.8330166
269,03/06/20,NH,New Hampshire,8.0,44.0012306,-71.5799231
270,03/06/20,SC,South Carolina,2.0,33.62505,-80.9470381
271,03/06/20,MN,Minnesota,0.0,46.4418595,-93.3655146
272,03/06/20,KS,Kansas,1.0,38.4987789,-98.3200779
273,03/06/20,IN,Indiana,0.0,39.7662195,-86.441277
274,03/06/20,NJ,New Jersey,1.0,40.1430058,-74.7311156
275,03/06/20,MA,Massachusetts,,42.0629398,-71.718067
276,03/06/20,KY,Kentucky,,37.8222935,-85.7682399
277,03/06/20,WV,West Virginia,0.0,38.9201705,-80.1816905
278,03/07/20,KY,Kentucky,0.0,37.8222935,-85.7682399
279,03/07/20,FL,Florida,1.0,27.9757279,-83.8330166
280,03/07/20,KS,Kansas,8.0,38.4987789,-98.3200779
281,03/07/20,WY,Wyoming,0.0,43.000325,-107.5545669
282,03/07/20,SD,South Dakota,0.0,44.2126995,-100.2471641
283,03/07/20,IL,Illinois,0.0,39.739318,-89.504139
284,03/07/20,NM,New Mexico,6.0,34.1662325,-106.0260685
285,03/07/20,AR,Arkansas,0.0,34.7519275,-92.1313784
286,03/07/20,NH,New Hampshire,0.0,44.0012306,-71.5799231
287,03/07/20,NE,Nebraska,2.0,41.5008195,-99.680902
288,03/07/20,SC,South Carolina,1.0,33.62505,-80.9470381
289,03/07/20,OR,Oregon,2.0,44.1419049,-120.5380993
290,03/07/20,NV,Nevada,7.0,38.502032,-117.0230604
291,03/07/20,AZ,Arizona,4.0,34.1682185,-111.930907
292,03/07/20,IN,Indiana,5.0,39.7662195,-86.441277
293,03/07/20,WI,Wisconsin,1.0,44.7862968,-89.8267049
294,03/07/20,TX,Texas,1.0,31.1693363,-100.0768425
295,03/07/20,DC,District of Columbia,8.0,38.8993487,-77.0145666
296,03/07/20,LA,Louisiana,0.0,30.9733766,-91.4299097
297,03/07/20,ND,North Dakota,,47.4678819,-100.3022655
298,03/07/20,VT,Vermont,,43.8717545,-72.4477828
299,03/07/20,MI,Michigan,,44.9435598,-86.4158049
300,03/07/20,OH,Ohio,188.0,40.1903624,-82.6692525
301,03/07/20,MA,Massachusetts,,42.0629398,-71.718067
302,03/07/20,VA,Virginia,,38.0033855,-79.4587861
303,03/07/20,MO,Missouri,0.0,38.3046615,-92.437099
304,03/07/20,CA,California,0.0,37.2718745,-119.2704153
305,03/07/20,MS,Mississippi,69.0,32.5851062,-89.8772196
306,03/07/20,MN,Minnesota,0.0,46.4418595,-93.3655146
307,03/07/20,ME,Maine,2.0,45.2185133,-69.0148656
308,03/07/20,GA,Georgia,0.0,32.6781248,-83.2229757
309,03/07/20,MT,Montana,6.0,46.6797995,-110.044783
310,03/07/20,MD,Maryland,0.0,38.8063524,-77.2684162
311,03/07/20,WV,West Virginia,3.0,38.9201705,-80.1816905
312,03/07/20,HI,Hawaii,0.0,20.46,-157.505
313,03/07/20,OK,Oklahoma,1.0,35.3097654,-98.7165585
314,03/07/20,CO,Colorado,1.0,38.9979339,-105.550567
315,03/07/20,NC,North Carolina,8.0,35.2145629,-79.8912675
316,03/07/20,IA,Iowa,2.0,41.9383166,-93.389798
317,03/07/20,PA,Pennsylvania,0.0,40.9945928,-77.6046984
318,03/07/20,UT,Utah,4.0,39.4997605,-111.547028
319,03/07/20,NJ,New Jersey,1.0,40.1430058,-74.7311156
320,03/07/20,DE,Delaware,4.0,39.145251,-75.4189206
321,03/07/20,AK,Alaska,,61.3025006,-158.7750198
322,03/07/20,WA,Washington,,38.8993487,-77.0145665
323,03/07/20,TN,Tennessee,256.0,35.830521,-85.9785989
324,03/07/20,NY,New York,1.0,40.7056258,-73.97968
325,03/07/20,AL,Alabama,36.0,32.6010112,-86.6807365
326,03/07/20,RI,Rhode Island,0.0,41.5827282,-71.5064508
327,03/07/20,CT,Connecticut,3.0,41.5187835,-72.757507
328,03/07/20,ID,Idaho,0.0,45.4945756,-114.1424303
329,03/08/20,AL,Alabama,0.0,32.6010112,-86.6807365
330,03/08/20,FL,Florida,0.0,27.9757279,-83.8330166
331,03/08/20,MT,Montana,12.0,46.6797995,-110.044783
332,03/08/20,MD,Maryland,0.0,38.8063524,-77.2684162
333,03/08/20,RI,Rhode Island,3.0,41.5827282,-71.5064508
334,03/08/20,KS,Kansas,3.0,38.4987789,-98.3200779
335,03/08/20,AR,Arkansas,1.0,34.7519275,-92.1313784
336,03/08/20,WV,West Virginia,0.0,38.9201705,-80.1816905
337,03/08/20,DE,Delaware,0.0,39.145251,-75.4189206
338,03/08/20,HI,Hawaii,0.0,20.46,-157.505
339,03/08/20,NH,New Hampshire,1.0,44.0012306,-71.5799231
340,03/08/20,IL,Illinois,4.0,39.739318,-89.504139
341,03/08/20,NE,Nebraska,6.0,41.5008195,-99.680902
342,03/08/20,OK,Oklahoma,1.0,35.3097654,-98.7165585
343,03/08/20,CO,Colorado,1.0,38.9979339,-105.550567
344,03/08/20,MN,Minnesota,9.0,46.4418595,-93.3655146
345,03/08/20,NC,North Carolina,2.0,35.2145629,-79.8912675
346,03/08/20,NM,New Mexico,2.0,34.1662325,-106.0260685
347,03/08/20,IA,Iowa,0.0,41.9383166,-93.389798
348,03/08/20,DC,District of Columbia,0.0,38.8993487,-77.0145666
349,03/08/20,PA,Pennsylvania,1.0,40.9945928,-77.6046984
350,03/08/20,WI,Wisconsin,6.0,44.7862968,-89.8267049
351,03/08/20,GA,Georgia,1.0,32.6781248,-83.2229757
352,03/08/20,NJ,New Jersey,7.0,40.1430058,-74.7311156
353,03/08/20,UT,Utah,6.0,39.4997605,-111.547028
354,03/08/20,LA,Louisiana,1.0,30.9733766,-91.4299097
355,03/08/20,CT,Connecticut,0.0,41.5187835,-72.757507
356,03/08/20,KY,Kentucky,1.0,37.8222935,-85.7682399
357,03/08/20,ND,North Dakota,,47.4678819,-100.3022655
358,03/08/20,WY,Wyoming,,43.000325,-107.5545669
359,03/08/20,VT,Vermont,0.0,43.8717545,-72.4477828
360,03/08/20,TN,Tennessee,1.0,35.830521,-85.9785989
361,03/08/20,MI,Michigan,3.0,44.9435598,-86.4158049
362,03/08/20,OH,Ohio,251.0,40.1903624,-82.6692525
363,03/08/20,ID,Idaho,0.0,45.4945756,-114.1424303
364,03/08/20,IN,Indiana,0.0,39.7662195,-86.441277
365,03/08/20,SD,South Dakota,2.0,44.2126995,-100.2471641
366,03/08/20,OR,Oregon,0.0,44.1419049,-120.5380993
367,03/08/20,MA,Massachusetts,,42.0629398,-71.718067
368,03/08/20,NY,New York,,40.7056258,-73.97968
369,03/08/20,MO,Missouri,60.0,38.3046615,-92.437099
370,03/08/20,NV,Nevada,1.0,38.502032,-117.0230604
371,03/08/20,TX,Texas,4.0,31.1693363,-100.0768425
372,03/08/20,CA,California,8.0,37.2718745,-119.2704153
373,03/08/20,AZ,Arizona,88.0,34.1682185,-111.930907
374,03/08/20,MS,Mississippi,5.0,32.5851062,-89.8772196
375,03/08/20,SC,South Carolina,0.0,33.62505,-80.9470381
376,03/08/20,ME,Maine,2.0,45.2185133,-69.0148656
377,03/08/20,AK,Alaska,,61.3025006,-158.7750198
378,03/08/20,WA,Washington,,38.8993487,-77.0145665
379,03/08/20,VA,Virginia,317.0,38.0033855,-79.4587861
380,03/09/20,WI,Wisconsin,2.0,44.7862968,-89.8267049
381,03/09/20,RI,Rhode Island,1.0,41.5827282,-71.5064508
382,03/09/20,AR,Arkansas,4.0,34.7519275,-92.1313784
383,03/09/20,NJ,New Jersey,0.0,40.1430058,-74.7311156
384,03/09/20,MA,Massachusetts,,42.0629398,-71.718067
385,03/09/20,OH,Ohio,,40.1903624,-82.6692525
386,03/09/20,DE,Delaware,3.0,39.145251,-75.4189206
387,03/09/20,NC,North Carolina,0.0,35.2145629,-79.8912675
388,03/09/20,IA,Iowa,2.0,41.9383166,-93.389798
389,03/09/20,PA,Pennsylvania,3.0,40.9945928,-77.6046984
390,03/09/20,TX,Texas,10.0,31.1693363,-100.0768425
391,03/09/20,OK,Oklahoma,12.0,35.3097654,-98.7165585
392,03/09/20,CO,Colorado,1.0,38.9979339,-105.550567
393,03/09/20,WV,West Virginia,12.0,38.9201705,-80.1816905
394,03/09/20,HI,Hawaii,0.0,20.46,-157.505
395,03/09/20,MD,Maryland,2.0,38.8063524,-77.2684162
396,03/09/20,MT,Montana,5.0,46.6797995,-110.044783
397,03/09/20,VT,Vermont,0.0,43.8717545,-72.4477828
398,03/09/20,GA,Georgia,1.0,32.6781248,-83.2229757
399,03/09/20,ME,Maine,12.0,45.2185133,-69.0148656
400,03/09/20,MS,Mississippi,0.0,32.5851062,-89.8772196
401,03/09/20,CA,California,0.0,37.2718745,-119.2704153
402,03/09/20,MO,Missouri,114.0,38.3046615,-92.437099
403,03/09/20,VA,Virginia,1.0,38.0033855,-79.4587861
404,03/09/20,MI,Michigan,3.0,44.9435598,-86.4158049
405,03/09/20,MN,Minnesota,372.0,46.4418595,-93.3655146
406,03/09/20,AZ,Arizona,5.0,34.1682185,-111.930907
407,03/09/20,WA,Washington,5.0,38.8993487,-77.0145665
408,03/09/20,OR,Oregon,378.0,44.1419049,-120.5380993
409,03/09/20,WY,Wyoming,14.0,43.000325,-107.5545669
410,03/09/20,UT,Utah,0.0,39.4997605,-111.547028
411,03/09/20,ND,North Dakota,,47.4678819,-100.3022655
412,03/09/20,IN,Indiana,,39.7662195,-86.441277
413,03/09/20,NE,Nebraska,2.0,41.5008195,-99.680902
414,03/09/20,SD,South Dakota,3.0,44.2126995,-100.2471641
415,03/09/20,KY,Kentucky,0.0,37.8222935,-85.7682399
416,03/09/20,KS,Kansas,4.0,38.4987789,-98.3200779
417,03/09/20,LA,Louisiana,1.0,30.9733766,-91.4299097
418,03/09/20,FL,Florida,1.0,27.9757279,-83.8330166
419,03/09/20,NY,New York,13.0,40.7056258,-73.97968
420,03/09/20,DC,District of Columbia,88.0,38.8993487,-77.0145666
421,03/09/20,NV,Nevada,1.0,38.502032,-117.0230604
422,03/09/20,SC,South Carolina,5.0,33.62505,-80.9470381
423,03/09/20,NH,New Hampshire,7.0,44.0012306,-71.5799231
424,03/09/20,TN,Tennessee,4.0,35.830521,-85.9785989
425,03/09/20,AL,Alabama,3.0,32.6010112,-86.6807365
426,03/09/20,IL,Illinois,0.0,39.739318,-89.504139
427,03/09/20,AK,Alaska,,61.3025006,-158.7750198
428,03/09/20,CT,Connecticut,,41.5187835,-72.757507
429,03/09/20,NM,New Mexico,1.0,34.1662325,-106.0260685
430,03/09/20,ID,Idaho,0.0,45.4945756,-114.1424303
431,03/10/20,FL,Florida,0.0,27.9757279,-83.8330166
432,03/10/20,AR,Arkansas,18.0,34.7519275,-92.1313784
433,03/10/20,OR,Oregon,0.0,44.1419049,-120.5380993
434,03/10/20,WA,Washington,15.0,38.8993487,-77.0145665
435,03/10/20,IL,Illinois,488.0,39.739318,-89.504139
436,03/10/20,ID,Idaho,19.0,45.4945756,-114.1424303
437,03/10/20,GA,Georgia,0.0,32.6781248,-83.2229757
438,03/10/20,NY,New York,17.0,40.7056258,-73.97968
439,03/10/20,HI,Hawaii,151.0,20.46,-157.505
440,03/10/20,RI,Rhode Island,2.0,41.5827282,-71.5064508
441,03/10/20,AL,Alabama,5.0,32.6010112,-86.6807365
