,date,state,City,positive,Latitude,Longitude
2743,04/24/20,LA,Louisiana,23921.0,30.9733766,-91.4299097
2744,04/24/20,NE,Nebraska,26140.0,41.5008195,-99.680902
2745,04/24/20,DE,Delaware,2124.0,39.145251,-75.4189206
2746,04/24/20,TN,Tennessee,3442.0,35.830521,-85.9785989
2747,04/24/20,RI,Rhode Island,8726.0,41.5827282,-71.5064508
2748,04/24/20,NY,New York,7188.0,40.7056258,-73.97968
2749,04/24/20,MT,Montana,271590.0,46.6797995,-110.044783
2750,04/24/20,FL,Florida,444.0,27.9757279,-83.8330166
2751,04/24/20,SD,South Dakota,28876.0,44.2126995,-100.2471641
2752,04/24/20,ID,Idaho,2040.0,45.4945756,-114.1424303
2753,04/24/20,NH,New Hampshire,1836.0,44.0012306,-71.5799231
2754,04/24/20,DC,District of Columbia,1670.0,38.8993487,-77.0145666
2755,04/24/20,MO,Missouri,3528.0,38.3046615,-92.437099
2756,04/24/20,ME,Maine,6625.0,45.2185133,-69.0148656
2757,04/24/20,IA,Iowa,965.0,41.9383166,-93.389798
2758,04/24/20,MS,Mississippi,4445.0,32.5851062,-89.8772196
2759,04/24/20,AL,Alabama,5434.0,32.6010112,-86.6807365
2760,04/24/20,MA,Massachusetts,5832.0,42.0629398,-71.718067
2761,04/24/20,IL,Illinois,50969.0,39.739318,-89.504139
2762,04/24/20,OR,Oregon,39658.0,44.1419049,-120.5380993
2763,04/24/20,MD,Maryland,2177.0,38.8063524,-77.2684162
2764,04/24/20,HI,Hawaii,16616.0,20.46,-157.505
2765,04/24/20,KY,Kentucky,596.0,37.8222935,-85.7682399
2766,04/24/20,AZ,Arizona,3481.0,34.1682185,-111.930907
2767,04/24/20,NM,New Mexico,6045.0,34.1662325,-106.0260685
2768,04/24/20,CA,California,2521.0,37.2718745,-119.2704153
2769,04/24/20,IN,Indiana,39254.0,39.7662195,-86.441277
2770,04/24/20,WY,Wyoming,13680.0,43.000325,-107.5545669
2771,04/24/20,WA,Washington,473.0,38.8993487,-77.0145665
2772,04/24/20,MN,Minnesota,14100.0,46.4418595,-93.3655146
2773,04/24/20,WV,West Virginia,4788.0,38.9201705,-80.1816905
2774,04/24/20,VA,Virginia,988.0,38.0033855,-79.4587861
2775,04/24/20,OK,Oklahoma,11594.0,35.3097654,-98.7165585
2776,04/24/20,KS,Kansas,3121.0,38.4987789,-98.3200779
2777,04/25/20,IL,Illinois,2777.0,39.739318,-89.504139
2778,04/25/20,VA,Virginia,41777.0,38.0033855,-79.4587861
2779,04/25/20,LA,Louisiana,12366.0,30.9733766,-91.4299097
2780,04/25/20,MA,Massachusetts,26512.0,42.0629398,-71.718067
2781,04/25/20,AZ,Arizona,53348.0,34.1682185,-111.930907
2782,04/25/20,SC,South Carolina,6280.0,33.62505,-80.9470381
2783,04/25/20,MO,Missouri,5253.0,38.3046615,-92.437099
2784,04/25/20,WY,Wyoming,6826.0,43.000325,-107.5545669
2785,04/25/20,CO,Colorado,491.0,38.9979339,-105.550567
2786,04/25/20,WA,Washington,12968.0,38.8993487,-77.0145665
2787,04/25/20,HI,Hawaii,14266.0,20.46,-157.505
2788,04/25/20,DC,District of Columbia,601.0,38.8993487,-77.0145666
2789,04/25/20,KS,Kansas,3699.0,38.4987789,-98.3200779
2790,04/25/20,MT,Montana,3056.0,46.6797995,-110.044783
2791,04/25/20,SD,South Dakota,445.0,44.2126995,-100.2471641
2792,04/25/20,NH,New Hampshire,2147.0,44.0012306,-71.5799231
2793,04/25/20,ME,Maine,1720.0,45.2185133,-69.0148656
2794,04/25/20,MS,Mississippi,990.0,32.5851062,-89.8772196
2795,04/25/20,OR,Oregon,5718.0,44.1419049,-120.5380993
2796,04/25/20,OK,Oklahoma,2253.0,35.3097654,-98.7165585
2797,04/25/20,KY,Kentucky,3193.0,37.8222935,-85.7682399
2798,04/25/20,MD,Maryland,3779.0,38.8063524,-77.2684162
2799,04/25/20,NM,New Mexico,17766.0,34.1662325,-106.0260685
2800,04/25/20,AK,Alaska,2660.0,61.3025006,-158.7750198
2801,04/25/20,CA,California,339.0,37.2718745,-119.2704153
2802,04/25/20,WV,West Virginia,41137.0,38.9201705,-80.1816905
2803,04/25/20,IA,Iowa,1020.0,41.9383166,-93.389798
2804,04/25/20,TN,Tennessee,5092.0,35.830521,-85.9785989
2805,04/25/20,NV,Nevada,9189.0,38.502032,-117.0230604
2806,04/25/20,NC,North Carolina,4539.0,35.2145629,-79.8912675
2807,04/25/20,GA,Georgia,8623.0,32.6781248,-83.2229757
2808,04/25/20,RI,Rhode Island,22695.0,41.5827282,-71.5064508
2809,04/25/20,CT,Connecticut,7493.0,41.5187835,-72.757507
2810,04/25/20,DE,Delaware,24582.0,39.145251,-75.4189206
2811,04/25/20,NE,Nebraska,3576.0,41.5008195,-99.680902
2812,04/25/20,OH,Ohio,2421.0,40.1903624,-82.6692525
2813,04/25/20,PA,Pennsylvania,15587.0,40.9945928,-77.6046984
2814,04/25/20,AL,Alabama,40049.0,32.6010112,-86.6807365
2815,04/25/20,IN,Indiana,6137.0,39.7662195,-86.441277
2816,04/25/20,MI,Michigan,14395.0,44.9435598,-86.4158049
2817,04/25/20,NJ,New Jersey,43263.0,40.1430058,-74.7311156
2818,04/25/20,WI,Wisconsin,105523.0,44.7862968,-89.8267049
2819,04/25/20,MN,Minnesota,6715.0,46.4418595,-93.3655146
2820,04/25/20,TX,Texas,5127.0,31.1693363,-100.0768425
2821,04/25/20,UT,Utah,23773.0,39.4997605,-111.547028
2822,04/25/20,NY,New York,3948.0,40.7056258,-73.97968
2823,04/25/20,ID,Idaho,282143.0,45.4945756,-114.1424303
2824,04/25/20,AR,Arkansas,1870.0,34.7519275,-92.1313784
2825,04/25/20,VT,Vermont,2829.0,43.8717545,-72.4477828
2826,04/25/20,FL,Florida,843.0,27.9757279,-83.8330166
2827,04/25/20,ND,North Dakota,29610.0,47.4678819,-100.3022655
2828,04/26/20,HI,Hawaii,803.0,20.46,-157.505
2829,04/26/20,NE,Nebraska,603.0,41.5008195,-99.680902
2830,04/26/20,MO,Missouri,2732.0,38.3046615,-92.437099
2831,04/26/20,NJ,New Jersey,6997.0,40.1430058,-74.7311156
2832,04/26/20,DE,Delaware,109038.0,39.145251,-75.4189206
2833,04/26/20,NY,New York,4034.0,40.7056258,-73.97968
2834,04/26/20,AL,Alabama,288045.0,32.6010112,-86.6807365
2835,04/26/20,NH,New Hampshire,6270.0,44.0012306,-71.5799231
2836,04/26/20,WA,Washington,1787.0,38.8993487,-77.0145665
2837,04/26/20,UT,Utah,14379.0,39.4997605,-111.547028
2838,04/26/20,MA,Massachusetts,4123.0,42.0629398,-71.718067
2839,04/26/20,NC,North Carolina,54938.0,35.2145629,-79.8912675
2840,04/26/20,AZ,Arizona,8830.0,34.1682185,-111.930907
2841,04/26/20,ID,Idaho,6526.0,45.4945756,-114.1424303
2842,04/26/20,KY,Kentucky,1887.0,37.8222935,-85.7682399
2843,04/26/20,AK,Alaska,3905.0,61.3025006,-158.7750198
2844,04/26/20,WY,Wyoming,341.0,43.000325,-107.5545669
2845,04/26/20,WI,Wisconsin,502.0,44.7862968,-89.8267049
2846,04/26/20,VA,Virginia,6963.0,38.0033855,-79.4587861
2847,04/26/20,LA,Louisiana,12970.0,30.9733766,-91.4299097
2848,04/26/20,RI,Rhode Island,26773.0,41.5827282,-71.5064508
2849,04/26/20,TX,Texas,7769.0,31.1693363,-100.0768425
2850,04/26/20,NV,Nevada,24631.0,38.502032,-117.0230604
2851,04/26/20,SC,South Carolina,4602.0,33.62505,-80.9470381
2852,04/26/20,MS,Mississippi,5490.0,32.5851062,-89.8772196
2853,04/26/20,KS,Kansas,5911.0,38.4987789,-98.3200779
2854,04/26/20,MN,Minnesota,3174.0,46.4418595,-93.3655146
2855,04/26/20,CO,Colorado,5512.0,38.9979339,-105.550567
2856,04/26/20,ND,North Dakota,13441.0,47.4678819,-100.3022655
2857,04/26/20,VT,Vermont,867.0,43.8717545,-72.4477828
2858,04/26/20,GA,Georgia,852.0,32.6781248,-83.2229757
2859,04/26/20,NM,New Mexico,23401.0,34.1662325,-106.0260685
2860,04/26/20,MI,Michigan,2726.0,44.9435598,-86.4158049
2861,04/26/20,IN,Indiana,43789.0,39.7662195,-86.441277
2862,04/26/20,OK,Oklahoma,15012.0,35.3097654,-98.7165585
2863,04/26/20,OH,Ohio,3253.0,40.1903624,-82.6692525
2864,04/26/20,CT,Connecticut,15963.0,41.5187835,-72.757507
2865,04/26/20,TN,Tennessee,25269.0,35.830521,-85.9785989
2866,04/26/20,CA,California,9667.0,37.2718745,-119.2704153
2867,04/26/20,FL,Florida,42164.0,27.9757279,-83.8330166
2868,04/26/20,WV,West Virginia,30405.0,38.9201705,-80.1816905
2869,04/26/20,MT,Montana,1044.0,46.6797995,-110.044783
2870,04/26/20,IL,Illinois,448.0,39.739318,-89.504139
2871,04/26/20,DC,District of Columbia,43903.0,38.8993487,-77.0145666
2872,04/26/20,ME,Maine,3841.0,45.2185133,-69.0148656
2873,04/26/20,MD,Maryland,1015.0,38.8063524,-77.2684162
2874,04/26/20,IA,Iowa,18581.0,41.9383166,-93.389798
2875,04/26/20,PA,Pennsylvania,5476.0,40.9945928,-77.6046984
2876,04/26/20,SD,South Dakota,41165.0,44.2126995,-100.2471641
2877,04/26/20,AR,Arkansas,2212.0,34.7519275,-92.1313784
2878,04/26/20,OR,Oregon,2941.0,44.1419049,-120.5380993
2879,04/27/20,GA,Georgia,2311.0,32.6781248,-83.2229757
2880,04/27/20,AR,Arkansas,23913.0,34.7519275,-92.1313784
2881,04/27/20,NE,Nebraska,3017.0,41.5008195,-99.680902
2882,04/27/20,SC,South Carolina,3028.0,33.62505,-80.9470381
2883,04/27/20,MI,Michigan,5490.0,44.9435598,-86.4158049
2884,04/27/20,IN,Indiana,44709.0,39.7662195,-86.441277
2885,04/27/20,TX,Texas,15961.0,31.1693363,-100.0768425
2886,04/27/20,SD,South Dakota,25297.0,44.2126995,-100.2471641
2887,04/27/20,OH,Ohio,2245.0,40.1903624,-82.6692525
2888,04/27/20,UT,Utah,16325.0,39.4997605,-111.547028
2889,04/27/20,AL,Alabama,4233.0,32.6010112,-86.6807365
2890,04/27/20,DE,Delaware,6499.0,39.145251,-75.4189206
2891,04/27/20,AZ,Arizona,4162.0,34.1682185,-111.930907
2892,04/27/20,ND,North Dakota,6716.0,47.4678819,-100.3022655
2893,04/27/20,AK,Alaska,942.0,61.3025006,-158.7750198
2894,04/27/20,WA,Washington,345.0,38.8993487,-77.0145665
2895,04/27/20,MT,Montana,14748.0,46.6797995,-110.044783
2896,04/27/20,PA,Pennsylvania,449.0,40.9945928,-77.6046984
2897,04/27/20,KY,Kentucky,42050.0,37.8222935,-85.7682399
2898,04/27/20,ME,Maine,4074.0,45.2185133,-69.0148656
2899,04/27/20,LA,Louisiana,1023.0,30.9733766,-91.4299097
2900,04/27/20,NC,North Carolina,27068.0,35.2145629,-79.8912675
2901,04/27/20,NY,New York,9142.0,40.7056258,-73.97968
2902,04/27/20,KS,Kansas,291996.0,38.4987789,-98.3200779
2903,04/27/20,NH,New Hampshire,3328.0,44.0012306,-71.5799231
2904,04/27/20,VT,Vermont,1864.0,43.8717545,-72.4477828
2905,04/27/20,NJ,New Jersey,855.0,40.1430058,-74.7311156
2906,04/27/20,MO,Missouri,111188.0,38.3046615,-92.437099
2907,04/27/20,MN,Minnesota,7171.0,46.4418595,-93.3655146
2908,04/27/20,OR,Oregon,6187.0,44.1419049,-120.5380993
2909,04/27/20,CA,California,2354.0,37.2718745,-119.2704153
2910,04/27/20,WV,West Virginia,43464.0,38.9201705,-80.1816905
2911,04/27/20,DC,District of Columbia,1063.0,38.8993487,-77.0145666
2912,04/27/20,ID,Idaho,3892.0,45.4945756,-114.1424303
2913,04/27/20,OK,Oklahoma,1897.0,35.3097654,-98.7165585
2914,04/27/20,TN,Tennessee,3280.0,35.830521,-85.9785989
2915,04/27/20,HI,Hawaii,9918.0,20.46,-157.505
2916,04/27/20,NM,New Mexico,606.0,34.1662325,-106.0260685
2917,04/27/20,CT,Connecticut,2823.0,41.5187835,-72.757507
2918,04/27/20,IA,Iowa,25269.0,41.9383166,-93.389798
2919,04/27/20,RI,Rhode Island,5868.0,41.5827282,-71.5064508
2920,04/27/20,MA,Massachusetts,7972.0,42.0629398,-71.718067
2921,04/27/20,MD,Maryland,56462.0,38.8063524,-77.2684162
2922,04/27/20,IL,Illinois,19487.0,39.739318,-89.504139
2923,04/27/20,VA,Virginia,45883.0,38.0033855,-79.4587861
2924,04/27/20,WY,Wyoming,13535.0,43.000325,-107.5545669
2925,04/27/20,CO,Colorado,520.0,38.9979339,-105.550567
2926,04/27/20,WI,Wisconsin,13879.0,44.7862968,-89.8267049
2927,04/27/20,NV,Nevada,7161.0,38.502032,-117.0230604
2928,04/27/20,MS,Mississippi,4690.0,32.5851062,-89.8772196
2929,04/27/20,FL,Florida,6094.0,27.9757279,-83.8330166
2930,04/28/20,NY,New York,30924.0,40.7056258,-73.97968
2931,04/28/20,IA,Iowa,295106.0,41.9383166,-93.389798
2932,04/28/20,ID,Idaho,6376.0,45.4945756,-114.1424303
2933,04/28/20,MT,Montana,1917.0,46.6797995,-110.044783
2934,04/28/20,WY,Wyoming,451.0,43.000325,-107.5545669
2935,04/28/20,MO,Missouri,536.0,38.3046615,-92.437099
2936,04/28/20,VA,Virginia,7303.0,38.0033855,-79.4587861
2937,04/28/20,NE,Nebraska,14339.0,41.5008195,-99.680902
2938,04/28/20,TX,Texas,3358.0,31.1693363,-100.0768425
2939,04/28/20,TN,Tennessee,26171.0,35.830521,-85.9785989
2940,04/28/20,ME,Maine,10052.0,45.2185133,-69.0148656
2941,04/28/20,MI,Michigan,1040.0,44.9435598,-86.4158049
2942,04/28/20,ND,North Dakota,45538.0,47.4678819,-100.3022655
2943,04/28/20,DC,District of Columbia,991.0,38.8993487,-77.0145666
2944,04/28/20,HI,Hawaii,3994.0,20.46,-157.505
2945,04/28/20,CT,Connecticut,607.0,41.5187835,-72.757507
2946,04/28/20,OH,Ohio,26312.0,40.1903624,-82.6692525
2947,04/28/20,UT,Utah,16769.0,39.4997605,-111.547028
2948,04/28/20,NM,New Mexico,4343.0,34.1662325,-106.0260685
2949,04/28/20,MN,Minnesota,2974.0,46.4418595,-93.3655146
2950,04/28/20,SC,South Carolina,6788.0,33.62505,-80.9470381
2951,04/28/20,RI,Rhode Island,5613.0,41.5827282,-71.5064508
2952,04/28/20,IN,Indiana,8296.0,39.7662195,-86.441277
2953,04/28/20,MS,Mississippi,16588.0,32.5851062,-89.8772196
2954,04/28/20,CO,Colorado,6342.0,38.9979339,-105.550567
2955,04/28/20,OK,Oklahoma,14316.0,35.3097654,-98.7165585
2956,04/28/20,KY,Kentucky,3410.0,37.8222935,-85.7682399
2957,04/28/20,NC,North Carolina,4146.0,35.2145629,-79.8912675
2958,04/28/20,MA,Massachusetts,9568.0,42.0629398,-71.718067
2959,04/28/20,AK,Alaska,58302.0,61.3025006,-158.7750198
2960,04/28/20,WA,Washington,351.0,38.8993487,-77.0145665
2961,04/28/20,NH,New Hampshire,15043.0,44.0012306,-71.5799231
2962,04/28/20,OR,Oregon,1938.0,44.1419049,-120.5380993
2963,04/28/20,AR,Arkansas,2354.0,34.7519275,-92.1313784
2964,04/28/20,NJ,New Jersey,3111.0,40.1430058,-74.7311156
2965,04/28/20,VT,Vermont,113856.0,43.8717545,-72.4477828
2966,04/28/20,LA,Louisiana,862.0,30.9733766,-91.4299097
2967,04/28/20,AL,Alabama,27286.0,32.6010112,-86.6807365
2968,04/28/20,AZ,Arizona,6687.0,34.1682185,-111.930907
2969,04/28/20,FL,Florida,6948.0,27.9757279,-83.8330166
2970,04/28/20,WI,Wisconsin,31672.0,44.7862968,-89.8267049
2971,04/28/20,IL,Illinois,7391.0,39.739318,-89.504139
2972,04/28/20,MD,Maryland,48102.0,38.8063524,-77.2684162
2973,04/28/20,DE,Delaware,20113.0,39.145251,-75.4189206
2974,04/28/20,WV,West Virginia,4575.0,38.9201705,-80.1816905
2975,04/28/20,SD,South Dakota,1079.0,44.2126995,-100.2471641
2976,04/28/20,CA,California,2313.0,37.2718745,-119.2704153
2977,04/28/20,PA,Pennsylvania,45031.0,40.9945928,-77.6046984
2978,04/28/20,GA,Georgia,43264.0,32.6781248,-83.2229757
2979,04/28/20,NV,Nevada,24615.0,38.502032,-117.0230604
2980,04/28/20,KS,Kansas,4805.0,38.4987789,-98.3200779
2981,04/29/20,ME,Maine,3491.0,45.2185133,-69.0148656
2982,04/29/20,ID,Idaho,1056.0,45.4945756,-114.1424303
2983,04/29/20,GA,Georgia,1952.0,32.6781248,-83.2229757
2984,04/29/20,MI,Michigan,25623.0,44.9435598,-86.4158049
2985,04/29/20,NC,North Carolina,46488.0,35.2145629,-79.8912675
2986,04/29/20,OK,Oklahoma,9948.0,35.3097654,-98.7165585
2987,04/29/20,UT,Utah,3473.0,39.4997605,-111.547028
2988,04/29/20,NV,Nevada,4495.0,38.502032,-117.0230604
2989,04/29/20,MS,Mississippi,4898.0,32.5851062,-89.8772196
2990,04/29/20,WV,West Virginia,6569.0,38.9201705,-80.1816905
2991,04/29/20,OR,Oregon,1095.0,44.1419049,-120.5380993
2992,04/29/20,CO,Colorado,2446.0,38.9979339,-105.550567
2993,04/29/20,SD,South Dakota,14758.0,44.2126995,-100.2471641
2994,04/29/20,VA,Virginia,2373.0,38.0033855,-79.4587861
2995,04/29/20,TN,Tennessee,14961.0,35.830521,-85.9785989
2996,04/29/20,ND,North Dakota,10366.0,47.4678819,-100.3022655
2997,04/29/20,CT,Connecticut,1033.0,41.5187835,-72.757507
2998,04/29/20,IA,Iowa,26767.0,41.9383166,-93.389798
2999,04/29/20,KS,Kansas,6843.0,38.4987789,-98.3200779
3000,04/29/20,DC,District of Columbia,3738.0,38.8993487,-77.0145666
3001,04/29/20,PA,Pennsylvania,4106.0,40.9945928,-77.6046984
3002,04/29/20,WI,Wisconsin,44366.0,44.7862968,-89.8267049
3003,04/29/20,AZ,Arizona,7660.0,34.1682185,-111.930907
3004,04/29/20,MD,Maryland,7202.0,38.8063524,-77.2684162
3005,04/29/20,AL,Alabama,20849.0,32.6010112,-86.6807365
3006,04/29/20,IL,Illinois,6842.0,39.739318,-89.504139
3007,04/29/20,WA,Washington,50355.0,38.8993487,-77.0145665
3008,04/29/20,AR,Arkansas,15371.0,34.7519275,-92.1313784
3009,04/29/20,NJ,New Jersey,3192.0,40.1430058,-74.7311156
3010,04/29/20,AK,Alaska,116264.0,61.3025006,-158.7750198
3011,04/29/20,MN,Minnesota,355.0,46.4418595,-93.3655146
3012,04/29/20,MA,Massachusetts,7468.0,42.0629398,-71.718067
3013,04/29/20,SC,South Carolina,60265.0,33.62505,-80.9470381
3014,04/29/20,TX,Texas,5881.0,31.1693363,-100.0768425
3015,04/29/20,VT,Vermont,27054.0,43.8717545,-72.4477828
3016,04/29/20,WY,Wyoming,862.0,43.000325,-107.5545669
3017,04/29/20,LA,Louisiana,544.0,30.9733766,-91.4299097
3018,04/29/20,KY,Kentucky,27660.0,37.8222935,-85.7682399
3019,04/29/20,MT,Montana,4375.0,46.6797995,-110.044783
3020,04/29/20,NY,New York,451.0,40.7056258,-73.97968
3021,04/29/20,MO,Missouri,299691.0,38.3046615,-92.437099
3022,04/29/20,NM,New Mexico,7425.0,34.1662325,-106.0260685
3023,04/29/20,DE,Delaware,3213.0,39.145251,-75.4189206
3024,04/29/20,NE,Nebraska,4655.0,41.5008195,-99.680902
3025,04/29/20,NH,New Hampshire,3374.0,44.0012306,-71.5799231
3026,04/29/20,FL,Florida,2010.0,27.9757279,-83.8330166
3027,04/29/20,HI,Hawaii,32015.0,20.46,-157.505
3028,04/29/20,IN,Indiana,609.0,39.7662195,-86.441277
3029,04/29/20,OH,Ohio,17182.0,40.1903624,-82.6692525
3030,04/29/20,RI,Rhode Island,17303.0,41.5827282,-71.5064508
3031,04/29/20,CA,California,8668.0,37.2718745,-119.2704153
3032,04/30/20,NJ,New Jersey,46500.0,40.1430058,-74.7311156
3033,04/30/20,WV,West Virginia,118652.0,38.9201705,-80.1816905
3034,04/30/20,IA,Iowa,1118.0,41.9383166,-93.389798
3035,04/30/20,RI,Rhode Island,7145.0,41.5827282,-71.5064508
3036,04/30/20,OR,Oregon,9016.0,44.1419049,-120.5380993
3037,04/30/20,TX,Texas,2510.0,31.1693363,-100.0768425
3038,04/30/20,WA,Washington,28087.0,38.8993487,-77.0145665
3039,04/30/20,HI,Hawaii,15619.0,20.46,-157.505
3040,04/30/20,ID,Idaho,613.0,45.4945756,-114.1424303
3041,04/30/20,MN,Minnesota,1984.0,46.4418595,-93.3655146
3042,04/30/20,MS,Mississippi,8116.0,32.5851062,-89.8772196
3043,04/30/20,FL,Florida,6815.0,27.9757279,-83.8330166
3044,04/30/20,MD,Maryland,32529.0,38.8063524,-77.2684162
3045,04/30/20,CO,Colorado,21742.0,38.9979339,-105.550567
3046,04/30/20,DC,District of Columbia,15284.0,38.8993487,-77.0145666
3047,04/30/20,IL,Illinois,4323.0,39.739318,-89.504139
3048,04/30/20,SD,South Dakota,52918.0,44.2126995,-100.2471641
3049,04/30/20,MO,Missouri,2449.0,38.3046615,-92.437099
3050,04/30/20,UT,Utah,7562.0,39.4997605,-111.547028
3051,04/30/20,MA,Massachusetts,4672.0,42.0629398,-71.718067
3052,04/30/20,NV,Nevada,62205.0,38.502032,-117.0230604
3053,04/30/20,LA,Louisiana,4998.0,30.9733766,-91.4299097
3054,04/30/20,WI,Wisconsin,28001.0,44.7862968,-89.8267049
3055,04/30/20,DE,Delaware,8052.0,39.145251,-75.4189206
3056,04/30/20,NM,New Mexico,4734.0,34.1662325,-106.0260685
3057,04/30/20,NE,Nebraska,3411.0,41.5008195,-99.680902
3058,04/30/20,OH,Ohio,3784.0,40.1903624,-82.6692525
3059,04/30/20,NY,New York,18027.0,40.7056258,-73.97968
3060,04/30/20,AZ,Arizona,304372.0,34.1682185,-111.930907
3061,04/30/20,GA,Georgia,7648.0,32.6781248,-83.2229757
3062,04/30/20,PA,Pennsylvania,26155.0,40.9945928,-77.6046984
3063,04/30/20,WY,Wyoming,45763.0,43.000325,-107.5545669
3064,04/30/20,MT,Montana,559.0,46.6797995,-110.044783
3065,04/30/20,TN,Tennessee,453.0,35.830521,-85.9785989
3066,04/30/20,AL,Alabama,10735.0,32.6010112,-86.6807365
3067,04/30/20,ND,North Dakota,7019.0,47.4678819,-100.3022655
3068,04/30/20,MI,Michigan,1067.0,44.9435598,-86.4158049
3069,04/30/20,AR,Arkansas,47505.0,34.7519275,-92.1313784
3070,04/30/20,ME,Maine,3255.0,45.2185133,-69.0148656
3071,04/30/20,AK,Alaska,1095.0,61.3025006,-158.7750198
3072,04/30/20,NC,North Carolina,355.0,35.2145629,-79.8912675
3073,04/30/20,KS,Kansas,10509.0,38.4987789,-98.3200779
3074,04/30/20,SC,South Carolina,4238.0,33.62505,-80.9470381
3075,04/30/20,VA,Virginia,6095.0,38.0033855,-79.4587861
3076,04/30/20,CT,Connecticut,15846.0,41.5187835,-72.757507
3077,04/30/20,KY,Kentucky,27700.0,37.8222935,-85.7682399
3078,04/30/20,CA,California,4539.0,37.2718745,-119.2704153
3079,04/30/20,NH,New Hampshire,48917.0,44.0012306,-71.5799231
3080,04/30/20,VT,Vermont,2054.0,43.8717545,-72.4477828
3081,04/30/20,OK,Oklahoma,866.0,35.3097654,-98.7165585
3082,04/30/20,IN,Indiana,3618.0,39.7662195,-86.441277
3083,05/01/20,IA,Iowa,17835.0,41.9383166,-93.389798
3084,05/01/20,IN,Indiana,7884.0,39.7662195,-86.441277
3085,05/01/20,MD,Maryland,18630.0,38.8063524,-77.2684162
3086,05/01/20,MN,Minnesota,23472.0,46.4418595,-93.3655146
3087,05/01/20,TN,Tennessee,8736.0,35.830521,-85.9785989
3088,05/01/20,WV,West Virginia,11891.0,38.9201705,-80.1816905
3089,05/01/20,NH,New Hampshire,1136.0,44.0012306,-71.5799231
3090,05/01/20,WY,Wyoming,2146.0,43.000325,-107.5545669
3091,05/01/20,OK,Oklahoma,566.0,35.3097654,-98.7165585
3092,05/01/20,KY,Kentucky,3748.0,37.8222935,-85.7682399
3093,05/01/20,VA,Virginia,4708.0,38.0033855,-79.4587861
3094,05/01/20,MT,Montana,16901.0,46.6797995,-110.044783
3095,05/01/20,LA,Louisiana,453.0,30.9733766,-91.4299097
3096,05/01/20,AZ,Arizona,28711.0,34.1682185,-111.930907
3097,05/01/20,AL,Alabama,7962.0,32.6010112,-86.6807365
3098,05/01/20,AR,Arkansas,7158.0,34.7519275,-92.1313784
3099,05/01/20,ME,Maine,3321.0,45.2185133,-69.0148656
3100,05/01/20,AK,Alaska,1123.0,61.3025006,-158.7750198
3101,05/01/20,KS,Kansas,364.0,38.4987789,-98.3200779
3102,05/01/20,SC,South Carolina,4449.0,33.62505,-80.9470381
3103,05/01/20,VT,Vermont,6258.0,43.8717545,-72.4477828
3104,05/01/20,NY,New York,879.0,40.7056258,-73.97968
3105,05/01/20,WI,Wisconsin,308314.0,44.7862968,-89.8267049
3106,05/01/20,NJ,New Jersey,8550.0,40.1430058,-74.7311156
3107,05/01/20,MA,Massachusetts,121190.0,42.0629398,-71.718067
3108,05/01/20,DC,District of Columbia,64311.0,38.8993487,-77.0145666
3109,05/01/20,IL,Illinois,4658.0,39.739318,-89.504139
3110,05/01/20,MO,Missouri,56055.0,38.3046615,-92.437099
3111,05/01/20,HI,Hawaii,7835.0,20.46,-157.505
3112,05/01/20,ID,Idaho,618.0,45.4945756,-114.1424303
3113,05/01/20,FL,Florida,2015.0,27.9757279,-83.8330166
3114,05/01/20,RI,Rhode Island,33506.0,41.5827282,-71.5064508
3115,05/01/20,TX,Texas,9333.0,31.1693363,-100.0768425
3116,05/01/20,OH,Ohio,29229.0,40.1903624,-82.6692525
3117,05/01/20,NM,New Mexico,18743.0,34.1662325,-106.0260685
3118,05/01/20,DE,Delaware,3513.0,39.145251,-75.4189206
3119,05/01/20,MS,Mississippi,4918.0,32.5851062,-89.8772196
3120,05/01/20,PA,Pennsylvania,7212.0,40.9945928,-77.6046984
3121,05/01/20,UT,Utah,46971.0,39.4997605,-111.547028
3122,05/01/20,SD,South Dakota,4828.0,44.2126995,-100.2471641
3123,05/01/20,CO,Colorado,2525.0,38.9979339,-105.550567
3124,05/01/20,OR,Oregon,15768.0,44.1419049,-120.5380993
3125,05/01/20,WA,Washington,2579.0,38.8993487,-77.0145665
3126,05/01/20,NE,Nebraska,15936.0,41.5008195,-99.680902
3127,05/01/20,NC,North Carolina,4281.0,35.2145629,-79.8912675
3128,05/01/20,MI,Michigan,10923.0,44.9435598,-86.4158049
3129,05/01/20,NV,Nevada,48240.0,38.502032,-117.0230604
3130,05/01/20,CT,Connecticut,5227.0,41.5187835,-72.757507
3131,05/01/20,ND,North Dakota,28764.0,47.4678819,-100.3022655
3132,05/01/20,CA,California,1107.0,37.2718745,-119.2704153
3133,05/01/20,GA,Georgia,50442.0,32.6781248,-83.2229757
3134,05/02/20,MS,Mississippi,27270.0,32.5851062,-89.8772196
3135,05/02/20,FL,Florida,7441.0,27.9757279,-83.8330166
3136,05/02/20,NY,New York,34209.0,40.7056258,-73.97968
3137,05/02/20,CA,California,312977.0,37.2718745,-119.2704153
3138,05/02/20,SD,South Dakota,52197.0,44.2126995,-100.2471641
3139,05/02/20,HI,Hawaii,2588.0,20.46,-157.505
3140,05/02/20,KS,Kansas,619.0,38.4987789,-98.3200779
3141,05/02/20,MT,Montana,4746.0,46.6797995,-110.044783
3142,05/02/20,DC,District of Columbia,455.0,38.8993487,-77.0145666
